year,educ,age,exp,exp_sq,non_white,y,lny
2003,6,38,25,625,1,7.776185,2.051065858
2004,15,26,4,16,0,7.776217,2.051069973
2000,10,50,33,1089,0,7.776293,2.051079746
1997,7,45,31,961,1,7.777527,2.051238421
1999,8,42,27,729,0,7.777884,2.051284322
2000,10,29,12,144,1,7.778034,2.051303607
2001,7,42,28,784,1,7.77845,2.05135709
2000,9,30,14,196,0,7.778508,2.051364546
2005,12,46,27,729,0,7.778862,2.051410055
2003,6,41,28,784,1,7.77919,2.05145222
2005,11,40,22,484,1,7.779343,2.051471887
2002,10,29,12,144,0,7.779392,2.051478186
2004,16,25,2,4,0,7.779425,2.051482428
2003,15,26,4,16,1,7.779896,2.05154297
1999,16,31,8,64,0,7.780962,2.051679981
2005,16,34,11,121,1,7.781837,2.051792429
2000,15,33,11,121,0,7.781967,2.051809134
2005,13,34,14,196,0,7.782071,2.051822498
2002,11,35,17,289,0,7.782131,2.051830208
2002,12,45,26,676,0,7.782151,2.051832778
1999,19,48,22,484,0,7.78227,2.051848069
1999,7,26,12,144,0,7.783039,2.051946879
1998,12,41,22,484,1,7.783212,2.051969106
1998,3,32,22,484,0,7.783407,2.05199416
2004,11,49,31,961,0,7.783454,2.052000199
1999,10,32,15,225,0,7.783477,2.052003154
2003,11,32,14,196,0,7.783721,2.052034501
2003,7,44,30,900,0,7.783869,2.052053515
1997,11,41,23,529,1,7.78393,2.052061352
2005,12,49,30,900,0,7.78479,2.05217183
2004,12,19,0,0,1,7.784893,2.052185061
2005,10,23,6,36,0,7.785022,2.052201631
1999,4,46,35,1225,0,7.785534,2.052267396
2004,11,31,13,169,1,7.786084,2.052338038
2002,11,24,6,36,1,7.786965,2.052451182
2001,11,28,10,100,1,7.787128,2.052472114
2003,14,23,2,4,0,7.787772,2.052554811
1996,14,30,9,81,1,7.78807,2.052593076
2005,10,23,6,36,0,7.788296,2.052622094
2002,18,37,12,144,0,7.788759,2.05268154
1996,6,38,25,625,0,7.788778,2.05268398
2004,10,36,19,361,0,7.789181,2.05273572
1998,12,28,9,81,0,7.7892,2.052738159
2005,13,26,6,36,0,7.789207,2.052739058
1997,11,47,29,841,0,7.789725,2.052805558
2000,3,37,27,729,1,7.789859,2.05282276
2005,18,43,18,324,0,7.79024,2.052871668
2004,12,33,14,196,1,7.790364,2.052887585
1997,10,32,15,225,0,7.790469,2.052901063
2000,13,28,8,64,0,7.791051,2.052975767
2000,9,45,29,841,0,7.791095,2.052981415
1997,4,41,30,900,0,7.791142,2.052987447
1997,8,40,25,625,0,7.791407,2.05302146
1997,9,45,29,841,0,7.791533,2.053037631
2005,7,21,7,49,1,7.79183,2.053075749
1999,17,23,-1,1,0,7.791867,2.053080497
2002,11,32,14,196,0,7.792071,2.053106678
1998,16,28,5,25,0,7.792169,2.053119255
2001,9,36,20,400,0,7.792257,2.053130548
2005,17,24,0,0,0,7.792449,2.053155188
2004,9,45,29,841,1,7.792478,2.053158909
2000,11,25,7,49,0,7.792652,2.053181238
2005,8,23,8,64,1,7.792954,2.053219992
2003,8,23,8,64,1,7.793111,2.053240138
2003,12,34,15,225,0,7.793405,2.053277863
2003,10,42,25,625,1,7.793405,2.053277863
2002,12,24,5,25,1,7.793406,2.053277992
1999,10,37,20,400,0,7.793716,2.053317768
2003,8,27,12,144,0,7.793748,2.053321874
2000,17,25,1,1,0,7.793936,2.053345995
2005,13,49,29,841,0,7.794023,2.053357158
2003,15,36,14,196,0,7.794186,2.053378071
2002,10,38,21,441,0,7.794187,2.053378199
1999,12,40,21,441,1,7.794218,2.053382177
2000,17,46,22,484,0,7.794261,2.053387694
2003,7,46,32,1024,0,7.794302,2.053392954
2002,7,25,11,121,0,7.795355,2.053528043
2000,11,34,16,256,0,7.795386,2.05353202
1998,9,36,20,400,1,7.796041,2.053616041
2001,4,46,35,1225,0,7.796111,2.05362502
2004,16,35,12,144,1,7.796669,2.053696591
1996,13,41,21,441,0,7.796672,2.053696976
2002,5,37,25,625,0,7.79674,2.053705698
2000,12,30,11,121,0,7.796823,2.053716343
2004,16,49,26,676,1,7.797335,2.053782009
2004,11,48,30,900,0,7.798105,2.053880755
2002,6,35,22,484,0,7.798829,2.053973594
2003,9,25,9,81,1,7.799311,2.054035396
2001,5,50,38,1444,0,7.799754,2.054092195
1998,10,48,31,961,0,7.800116,2.054138605
2004,11,22,4,16,1,7.800519,2.05419027
2004,11,48,30,900,0,7.801656,2.054336019
2000,13,43,23,529,0,7.802013,2.054381777
2002,9,33,17,289,1,7.802258,2.054413179
1997,10,41,24,576,1,7.802703,2.054470212
2005,14,41,20,400,0,7.802817,2.054484822
2002,10,46,29,841,0,7.803227,2.054537366
1997,16,28,5,25,1,7.803566,2.054580809
1997,9,49,33,1089,0,7.803588,2.054583628
2002,12,21,2,4,0,7.803623,2.054588113
2000,15,27,5,25,0,7.804578,2.054710485
2004,9,49,33,1089,1,7.804588,2.054711766
1998,14,33,12,144,0,7.804799,2.054738801
2001,9,34,18,324,0,7.804871,2.054748026
1997,15,48,26,676,0,7.805144,2.054783004
2004,5,40,28,784,1,7.805153,2.054784157
1996,8,31,16,256,1,7.806898,2.055007702
2003,11,42,24,576,0,7.80696,2.055015644
1997,14,32,11,121,0,7.807405,2.055072642
1996,17,27,3,9,0,7.807564,2.055093007
2005,12,26,7,49,0,7.807758,2.055117855
1997,3,50,40,1600,0,7.80777,2.055119392
2003,16,25,2,4,0,7.807967,2.055144623
2004,9,30,14,196,0,7.808219,2.055176897
1998,14,48,27,729,1,7.809001,2.055277043
2002,15,48,26,676,1,7.809044,2.055282549
1996,11,28,10,100,0,7.809579,2.055351057
2000,6,22,9,81,0,7.80974,2.055371673
2004,8,42,27,729,0,7.809869,2.05538819
2000,15,38,16,256,0,7.809927,2.055395617
1998,7,42,28,784,0,7.81012,2.055420329
1997,9,45,29,841,1,7.810253,2.055437358
2000,18,27,2,4,0,7.810826,2.05551072
2003,8,48,33,1089,0,7.810885,2.055518274
2003,10,35,18,324,0,7.811288,2.055569867
1996,15,43,21,441,0,7.811389,2.055582797
2002,7,26,12,144,1,7.811642,2.055615185
2001,12,39,20,400,0,7.812556,2.055732183
2003,15,27,5,25,0,7.813093,2.055800916
2000,13,41,21,441,0,7.813459,2.05584776
1998,10,38,21,441,0,7.813846,2.055897288
2004,7,34,20,400,1,7.813884,2.055902151
2000,13,22,2,4,0,7.814133,2.055934017
2004,6,48,35,1225,0,7.814879,2.056029481
1996,11,32,14,196,0,7.815715,2.05613645
2004,15,49,27,729,0,7.816317,2.056213472
2000,2,45,36,1296,0,7.816327,2.056214751
2003,9,42,26,676,0,7.816638,2.056254539
2005,14,27,6,36,0,7.816658,2.056257097
1996,14,49,28,784,0,7.817608,2.056378625
1998,8,34,19,361,0,7.818421,2.056482616
2000,11,43,25,625,0,7.818429,2.056483639
2000,7,37,23,529,0,7.818584,2.056503464
2001,11,48,30,900,1,7.819026,2.056559994
2000,9,32,16,256,0,7.819156,2.05657662
2004,11,49,31,961,0,7.819167,2.056578027
1997,10,41,24,576,0,7.819477,2.056617673
1999,14,25,4,16,0,7.8205,2.056748491
2000,11,42,24,576,0,7.820558,2.056755908
2000,5,48,36,1296,0,7.820816,2.056788897
2000,11,36,18,324,0,7.82083,2.056790687
1998,12,32,13,169,1,7.820853,2.056793628
2005,11,23,5,25,0,7.820903,2.056800021
1997,12,50,31,961,0,7.820915,2.056801555
2002,10,32,15,225,0,7.82159,2.056887859
2005,11,26,8,64,0,7.821924,2.05693056
1999,6,36,23,529,0,7.822166,2.056961498
2005,11,39,21,441,0,7.822695,2.057029124
1997,8,49,34,1156,0,7.822814,2.057044336
1997,11,39,21,441,0,7.822916,2.057057375
2004,12,49,30,900,0,7.823207,2.057094573
2004,10,28,11,121,0,7.824145,2.057214465
2002,10,45,28,784,1,7.824193,2.0572206
2002,12,41,22,484,1,7.82432,2.057236832
1996,11,29,11,121,1,7.824444,2.05725268
2000,12,39,20,400,0,7.824733,2.057289614
2001,15,35,13,169,0,7.824801,2.057298305
1997,11,38,20,400,0,7.825382,2.057372553
1997,13,28,8,64,0,7.826335,2.057494329
2004,6,38,25,625,1,7.826528,2.057518989
2004,5,38,26,676,1,7.826554,2.057522311
2001,11,28,10,100,1,7.826905,2.057567157
2001,10,35,18,324,1,7.82697,2.057575462
2004,7,33,19,361,0,7.827096,2.05759156
2004,17,25,1,1,0,7.827283,2.057615451
2004,12,33,14,196,1,7.827602,2.057656205
1997,4,50,39,1521,0,7.827652,2.057662593
1996,10,28,11,121,0,7.82848,2.057768366
2004,4,38,27,729,1,7.82851,2.057772198
1996,9,49,33,1089,0,7.828761,2.05780426
2000,4,48,37,1369,0,7.828876,2.057818949
1998,10,29,12,144,0,7.829011,2.057836193
1999,10,37,20,400,0,7.829574,2.057908102
2004,12,44,25,625,0,7.829608,2.057912445
2000,8,28,13,169,0,7.829959,2.057957274
2003,14,28,7,49,0,7.830182,2.057985754
2000,12,48,29,841,0,7.830438,2.058018447
2003,14,23,2,4,0,7.830653,2.058045904
2003,12,22,3,9,0,7.83093,2.058081277
2000,11,36,18,324,1,7.831026,2.058093536
1996,10,41,24,576,0,7.831115,2.058104901
2002,8,50,35,1225,0,7.831119,2.058105412
2003,14,47,26,676,1,7.831511,2.058155467
2000,8,22,7,49,0,7.831702,2.058179855
1997,14,35,14,196,1,7.831728,2.058183175
2000,13,35,15,225,1,7.831745,2.058185346
1996,6,29,16,256,0,7.831838,2.058197221
1999,11,34,16,256,1,7.831887,2.058203477
1998,10,25,8,64,1,7.832097,2.05823029
2000,15,24,2,4,0,7.83225,2.058249825
2003,1,49,41,1681,1,7.832628,2.058298086
1998,8,36,21,441,0,7.833047,2.058351579
1998,7,37,23,529,0,7.83338,2.05839409
2003,6,48,35,1225,0,7.833631,2.058426132
2004,7,21,7,49,0,7.83364,2.058427281
2000,10,38,21,441,0,7.834065,2.058481532
1997,6,31,18,324,0,7.834433,2.058528506
2000,9,35,19,361,1,7.834714,2.058564372
2002,0,47,40,1600,1,7.835577,2.058674517
1998,6,25,12,144,0,7.835761,2.058697999
2003,12,30,11,121,1,7.835817,2.058705146
1998,10,25,8,64,0,7.83644,2.05878465
1999,16,43,20,400,0,7.837657,2.058939938
2005,11,22,4,16,1,7.837753,2.058952186
1998,3,41,31,961,0,7.837778,2.058955376
1996,5,39,27,729,1,7.837805,2.058958821
2005,15,40,18,324,1,7.838063,2.058991738
2000,10,25,8,64,0,7.838091,2.05899531
1997,11,37,19,361,0,7.838172,2.059005644
1997,12,28,9,81,0,7.83827,2.059018147
2001,9,49,33,1089,1,7.839002,2.05911153
2004,7,38,24,576,0,7.839041,2.059116505
2001,11,41,23,529,0,7.839123,2.059126966
1996,13,36,16,256,0,7.839469,2.059171102
1999,10,28,11,121,0,7.839616,2.059189854
2005,12,30,11,121,0,7.839829,2.059217023
2005,9,28,12,144,1,7.83992,2.05922863
2000,13,47,27,729,0,7.839977,2.059235901
1999,14,32,11,121,0,7.840028,2.059242406
2005,13,25,5,25,1,7.840261,2.059272125
1999,9,38,22,484,0,7.840537,2.059307327
2000,12,33,14,196,0,7.84109,2.059377855
2003,10,40,23,529,0,7.841269,2.059400684
2004,0,22,15,225,1,7.841284,2.059402596
2003,5,48,36,1296,1,7.841405,2.059418027
2000,10,41,24,576,0,7.842138,2.059511501
1996,12,40,21,441,0,7.842569,2.059566459
2005,15,26,4,16,1,7.842834,2.059600249
2002,14,25,4,16,1,7.842848,2.059602034
2005,5,50,38,1444,0,7.843006,2.059622179
1996,8,31,16,256,0,7.843546,2.059691028
2002,8,20,5,25,1,7.843607,2.059698805
1996,13,26,6,36,1,7.843981,2.059746486
2000,11,30,12,144,0,7.844109,2.059762804
2005,7,44,30,900,0,7.844468,2.05980857
2001,10,36,19,361,0,7.844585,2.059823485
2003,11,23,5,25,0,7.844719,2.059840567
2002,3,32,22,484,1,7.844983,2.059874219
2002,9,28,12,144,0,7.845118,2.059891427
1998,7,33,19,361,0,7.845177,2.059898948
2002,18,28,3,9,0,7.845189,2.059900478
2002,13,32,12,144,1,7.845563,2.059948149
2000,13,48,28,784,0,7.845956,2.05999824
2004,17,36,12,144,0,7.846045,2.060009583
2002,16,38,15,225,0,7.846391,2.060053681
2003,12,23,4,16,1,7.846445,2.060060563
1999,13,42,22,484,0,7.846837,2.060110521
2005,8,42,27,729,0,7.84688,2.060116001
2002,14,37,16,256,1,7.84716,2.060151683
1996,10,42,25,625,0,7.847276,2.060166465
1997,14,36,15,225,0,7.847346,2.060175385
1996,16,32,9,81,1,7.847451,2.060188766
2004,7,27,13,169,1,7.847747,2.060226484
2004,11,27,9,81,0,7.847857,2.060240501
2002,11,29,11,121,0,7.848878,2.060370592
2005,5,50,38,1444,0,7.848882,2.060371101
2003,7,30,16,256,0,7.849237,2.06041633
2000,8,27,12,144,0,7.849632,2.060466652
1997,11,38,20,400,1,7.849677,2.060472384
1999,12,39,20,400,0,7.850437,2.060569199
2002,7,42,28,784,0,7.85071,2.060603974
1997,13,25,5,25,0,7.850893,2.060627283
2003,11,29,11,121,0,7.850987,2.060639256
2002,7,38,24,576,0,7.85147,2.060700775
2001,13,21,1,1,0,7.851517,2.060706762
1997,8,19,4,16,0,7.851722,2.060732871
2000,9,40,24,576,0,7.851728,2.060733635
2000,13,32,12,144,0,7.851746,2.060735927
2000,5,29,17,289,0,7.851958,2.060762927
1997,12,42,23,529,0,7.852889,2.06088149
2004,17,26,2,4,1,7.853495,2.060958656
1996,10,41,24,576,0,7.853551,2.060965786
2004,12,19,0,0,0,7.853668,2.060980684
1998,11,30,12,144,0,7.853813,2.060999146
1997,7,36,22,484,0,7.853894,2.06100946
1999,11,36,18,324,0,7.854485,2.061084706
2005,14,47,26,676,1,7.854725,2.061115262
1998,12,31,12,144,0,7.854804,2.061125319
1996,9,31,15,225,0,7.854821,2.061127483
2000,10,36,19,361,0,7.855035,2.061154727
1998,4,42,31,961,0,7.85595,2.061271206
2005,9,41,25,625,0,7.856153,2.061297046
2000,9,24,8,64,0,7.856215,2.061304938
2001,11,39,21,441,1,7.856948,2.061398236
2000,7,48,34,1156,1,7.857126,2.061420891
1996,11,35,17,289,1,7.858167,2.061553373
1998,12,30,11,121,0,7.858384,2.061580987
2004,15,43,21,441,0,7.858407,2.061583914
2000,15,39,17,289,0,7.858556,2.061602875
2002,11,47,29,841,0,7.858787,2.061632269
2003,7,25,11,121,1,7.858793,2.061633032
1998,6,42,29,841,0,7.858913,2.061648302
2000,6,35,22,484,0,7.85893,2.061650465
2005,13,21,1,1,0,7.859138,2.061676931
2002,16,49,26,676,0,7.859776,2.061758107
2004,10,46,29,841,1,7.860782,2.061886093
2003,12,29,10,100,0,7.860817,2.061890545
2005,11,41,23,529,0,7.861505,2.061978064
2005,14,30,9,81,1,7.861756,2.062009991
2003,11,45,27,729,0,7.861896,2.062027799
2003,7,48,34,1156,1,7.862091,2.062052602
2000,9,46,30,900,0,7.863135,2.062185382
1997,12,37,18,324,0,7.863262,2.062201533
2005,12,48,29,841,0,7.863595,2.062243881
1997,14,31,10,100,0,7.864179,2.062318145
2003,18,29,4,16,1,7.864862,2.06240499
1996,17,40,16,256,0,7.864946,2.062415671
2002,9,44,28,784,1,7.86521,2.062449237
2004,18,25,0,0,0,7.865494,2.062485344
2004,10,49,32,1024,1,7.86635,2.062594168
2004,12,28,9,81,0,7.866478,2.06261044
1996,9,36,20,400,1,7.866485,2.06261133
1999,15,24,2,4,1,7.866728,2.06264222
2000,11,45,27,729,1,7.867051,2.062683278
2003,12,22,3,9,0,7.867359,2.062722428
2005,12,43,24,576,0,7.867827,2.062781912
1997,7,28,14,196,0,7.868143,2.062822075
2002,16,36,13,169,1,7.868179,2.062826651
2003,4,37,26,676,0,7.868313,2.062843681
2002,11,46,28,784,0,7.868429,2.062858424
2000,3,48,38,1444,0,7.869054,2.062937852
2003,9,47,31,961,1,7.869186,2.062954626
1996,11,41,23,529,1,7.869276,2.062966063
2004,11,31,13,169,1,7.869289,2.062967715
2005,7,49,35,1225,0,7.869475,2.062991351
2003,8,37,22,484,1,7.869521,2.062997197
1999,10,30,13,169,0,7.869525,2.062997705
2002,12,21,2,4,0,7.869787,2.063030997
2000,12,34,15,225,0,7.870086,2.06306899
2001,11,24,6,36,1,7.870368,2.063104821
1997,14,36,15,225,0,7.871029,2.063188804
2002,7,49,35,1225,0,7.871355,2.06323022
2001,6,34,21,441,0,7.871665,2.063269603
2004,9,49,33,1089,0,7.871698,2.063273795
1999,9,36,20,400,1,7.87185,2.063293105
1996,7,39,25,625,0,7.871889,2.063298059
2002,6,38,25,625,0,7.872646,2.063394219
1997,9,37,21,441,0,7.8727,2.063401079
2004,13,33,13,169,1,7.873054,2.063446043
2003,9,50,34,1156,0,7.873123,2.063454807
1999,13,33,13,169,0,7.873353,2.06348402
2004,13,47,27,729,0,7.874631,2.063646326
2005,10,31,14,196,0,7.875229,2.063722264
2003,14,39,18,324,0,7.875268,2.063727216
2005,14,46,25,625,0,7.875327,2.063734708
2003,11,50,32,1024,0,7.875358,2.063738644
1999,11,26,8,64,1,7.875412,2.063745501
2003,10,27,10,100,1,7.875696,2.063781562
2005,11,21,3,9,1,7.875836,2.063799338
2000,11,19,1,1,0,7.876119,2.06383527
2002,16,41,18,324,0,7.876381,2.063868534
1997,12,48,29,841,0,7.876577,2.063893419
1998,4,31,20,400,0,7.876771,2.063918048
2000,10,24,7,49,0,7.87726,2.063980128
2004,11,20,2,4,1,7.877504,2.064011102
2002,11,24,6,36,1,7.87762,2.064025828
2002,9,34,18,324,0,7.877864,2.064056801
2003,15,26,4,16,1,7.878162,2.064094628
2004,13,19,-1,1,1,7.878743,2.064168373
2005,12,31,12,144,0,7.879215,2.06422828
1996,12,23,4,16,0,7.880206,2.064354046
2004,13,23,3,9,1,7.880353,2.0643727
1996,9,31,15,225,1,7.880547,2.064397318
2002,17,27,3,9,0,7.880563,2.064399348
1999,7,20,6,36,1,7.880698,2.064416479
1998,13,37,17,289,0,7.881052,2.064461397
2002,10,42,25,625,1,7.881165,2.064475736
2003,15,25,3,9,0,7.881253,2.064486901
1999,0,30,23,529,0,7.88138,2.064503015
2005,13,25,5,25,0,7.882255,2.06461403
1997,8,39,24,576,0,7.882383,2.064630269
2004,6,40,27,729,0,7.882813,2.06468482
1999,11,34,16,256,0,7.882894,2.064695095
2004,13,25,5,25,1,7.883042,2.06471387
2003,15,47,25,625,0,7.883053,2.064715265
1997,12,35,16,256,0,7.883082,2.064718944
2003,9,43,27,729,0,7.883262,2.064741778
2002,15,38,16,256,0,7.883738,2.064802157
2000,13,33,13,169,0,7.884122,2.064850864
2000,15,36,14,196,0,7.884663,2.06491948
2002,8,35,20,400,0,7.884729,2.064927851
2005,16,25,2,4,0,7.884802,2.064937109
2000,10,35,18,324,0,7.884993,2.064961333
2003,12,45,26,676,0,7.885077,2.064971986
1998,8,40,25,625,0,7.885448,2.065019036
2005,2,36,27,729,0,7.885701,2.065051119
1999,16,29,6,36,0,7.885805,2.065064308
2002,14,38,17,289,0,7.886112,2.065103238
2005,15,44,22,484,1,7.886137,2.065106408
2005,12,24,5,25,0,7.886381,2.065137348
1999,12,33,14,196,1,7.886549,2.06515865
1999,16,24,1,1,0,7.886698,2.065177543
2005,8,20,5,25,0,7.886923,2.065206071
1999,10,40,23,529,0,7.887652,2.065298499
2002,8,21,6,36,0,7.888193,2.065367085
2000,7,32,18,324,1,7.888388,2.065391805
1999,13,48,28,784,0,7.888415,2.065395227
2005,11,22,4,16,0,7.888464,2.065401439
2005,11,25,7,49,0,7.888599,2.065418553
2003,8,48,33,1089,0,7.888612,2.0654202
2005,13,20,0,0,1,7.888928,2.065460257
2000,5,35,23,529,0,7.888976,2.065466342
2004,6,50,37,1369,1,7.889191,2.065493595
2004,12,41,22,484,0,7.889364,2.065515523
1999,13,26,6,36,0,7.889876,2.065580419
1999,11,41,23,529,0,7.890196,2.065620976
1998,16,31,8,64,0,7.891069,2.065731614
2000,12,34,15,225,0,7.891165,2.065743779
1999,16,38,15,225,0,7.891308,2.065761901
1998,10,39,22,484,0,7.89143,2.065777361
2000,8,38,23,529,1,7.891681,2.065809167
2003,2,49,40,1600,1,7.891744,2.06581715
2004,15,29,7,49,0,7.891746,2.065817403
2005,10,38,21,441,1,7.892495,2.065912308
2004,11,29,11,121,1,7.892531,2.065916869
1997,7,38,24,576,0,7.892799,2.065950825
2005,14,39,18,324,0,7.893049,2.065982499
2003,12,33,14,196,0,7.893359,2.066021773
2002,8,44,29,841,0,7.893414,2.066028741
2000,11,44,26,676,0,7.893563,2.066047617
2002,13,31,11,121,1,7.893632,2.066056358
2003,10,28,11,121,0,7.893685,2.066063073
1998,8,35,20,400,0,7.893822,2.066080428
2003,11,29,11,121,1,7.893871,2.066086636
2004,12,49,30,900,0,7.894363,2.06614896
1999,9,33,17,289,0,7.894627,2.066182401
2002,12,37,18,324,0,7.895032,2.066233701
1999,6,28,15,225,1,7.89525,2.066261313
2001,7,35,21,441,0,7.895428,2.066283858
1998,9,46,30,900,1,7.895561,2.066300703
2003,12,46,27,729,1,7.895724,2.066321347
2001,8,35,20,400,1,7.896196,2.066381125
2000,10,38,21,441,0,7.89658,2.066429754
2005,13,28,8,64,0,7.896733,2.06644913
2005,12,35,16,256,0,7.897492,2.066545241
1997,15,28,6,36,0,7.897521,2.066548913
2004,6,31,18,324,1,7.897558,2.066553598
2003,13,23,3,9,1,7.897787,2.066582594
2002,14,39,18,324,1,7.898176,2.066631847
2004,12,39,20,400,0,7.898246,2.06664071
2003,12,48,29,841,0,7.89832,2.066650079
1998,9,50,34,1156,0,7.898523,2.06667578
1996,14,31,10,100,0,7.898818,2.066713128
2003,9,25,9,81,1,7.898909,2.066724649
2002,10,46,29,841,0,7.898957,2.066730725
2002,15,44,22,484,0,7.899222,2.066764274
2005,10,28,11,121,0,7.899683,2.066822632
1999,7,26,12,144,0,7.900174,2.066884785
2003,14,50,29,841,1,7.900518,2.066928327
1997,13,38,18,324,1,7.90089,2.066975411
2001,8,48,33,1089,1,7.900985,2.066987435
2005,14,37,16,256,0,7.900989,2.066987942
1998,13,22,2,4,0,7.901293,2.067026417
2003,12,24,5,25,1,7.901362,2.06703515
2000,14,40,19,361,0,7.902168,2.067137152
2002,11,46,28,784,0,7.902252,2.067147782
2005,7,44,30,900,0,7.902896,2.067229275
2005,10,24,7,49,0,7.9029,2.067229781
2003,10,30,13,169,0,7.903892,2.067355296
2005,13,40,20,400,0,7.904082,2.067379335
2001,12,35,16,256,0,7.904211,2.067395655
2003,11,44,26,676,0,7.904704,2.067458025
2000,8,27,12,144,0,7.904812,2.067471688
2002,10,25,8,64,1,7.904929,2.067486489
2004,11,37,19,361,0,7.904932,2.067486868
2000,8,35,20,400,0,7.904954,2.067489652
1996,16,24,1,1,0,7.905738,2.067588825
1996,17,37,13,169,0,7.905783,2.067594517
2004,9,45,29,841,0,7.906104,2.067635119
2003,16,38,15,225,1,7.906302,2.067660163
2000,14,34,13,169,0,7.906407,2.067673443
1998,10,48,31,961,0,7.906505,2.067685838
1998,11,37,19,361,0,7.906571,2.067694186
2000,10,23,6,36,1,7.906774,2.06771986
2002,7,48,34,1156,0,7.906889,2.067734405
1997,12,25,6,36,1,7.907009,2.067749581
1999,7,44,30,900,0,7.907069,2.067757169
2004,8,41,26,676,0,7.907311,2.067787775
2004,0,24,17,289,0,7.907389,2.067797639
2003,14,27,6,36,1,7.907457,2.067806238
2003,16,35,12,144,0,7.907763,2.067844935
2003,16,36,13,169,0,7.907883,2.06786011
1999,15,27,5,25,1,7.908267,2.067908668
2005,13,33,13,169,0,7.908267,2.067908668
2000,9,29,13,169,0,7.908432,2.067929532
2000,10,34,17,289,0,7.908689,2.067962028
2004,10,48,31,961,0,7.908772,2.067972523
1996,10,44,27,729,0,7.909366,2.068047627
2003,16,39,16,256,0,7.909593,2.068076327
2005,12,44,25,625,0,7.910142,2.068145734
2004,14,39,18,324,0,7.91051,2.068192255
2001,14,24,3,9,1,7.911364,2.068300207
2000,16,33,10,100,0,7.911476,2.068314364
2002,9,43,27,729,1,7.912059,2.068388051
2000,6,43,30,900,0,7.912543,2.068449222
2000,12,40,21,441,0,7.91282,2.068484229
2004,11,48,30,900,0,7.912832,2.068485746
2000,11,40,22,484,0,7.913038,2.068511779
1999,8,49,34,1156,1,7.913218,2.068534526
2003,14,37,16,256,0,7.91332,2.068547416
1999,12,27,8,64,0,7.91339,2.068556261
2003,10,26,9,81,0,7.913495,2.06856953
2003,9,42,26,676,0,7.913545,2.068575848
2003,15,50,28,784,0,7.913886,2.068618938
2005,13,46,26,676,1,7.914003,2.068633722
2003,11,40,22,484,0,7.914448,2.06868995
2002,9,47,31,961,0,7.9145,2.06869652
1996,9,27,11,121,0,7.914852,2.068740994
2000,14,34,13,169,0,7.914955,2.068754008
2003,11,24,6,36,0,7.914981,2.068757293
1996,8,44,29,841,1,7.915344,2.068803154
1998,11,35,17,289,0,7.915543,2.068828295
2000,12,46,27,729,1,7.915659,2.06884295
2004,9,42,26,676,0,7.91573,2.068851919
1996,16,35,12,144,0,7.916057,2.068893228
1996,13,28,8,64,0,7.916472,2.068945652
2002,12,36,17,289,1,7.916619,2.068964221
2002,1,47,39,1521,1,7.91665,2.068968137
2000,12,31,12,144,0,7.916769,2.068983168
1996,15,30,8,64,0,7.916894,2.068998957
2003,8,25,10,100,0,7.917026,2.06901563
1998,11,41,23,529,0,7.91732,2.069052765
2004,7,40,26,676,1,7.91732,2.069052765
1999,13,33,13,169,0,7.917645,2.069093813
1999,2,44,35,1225,0,7.918142,2.069156582
1997,13,26,6,36,0,7.918793,2.069238795
2000,13,30,10,100,0,7.918813,2.069241321
1997,4,38,27,729,0,7.918924,2.069255338
2005,8,30,15,225,0,7.919011,2.069266324
1997,13,29,9,81,0,7.919117,2.06927971
2000,8,20,5,25,0,7.919302,2.069303071
1999,16,29,6,36,0,7.920501,2.069454461
2005,9,42,26,676,0,7.920879,2.069502185
2005,13,34,14,196,0,7.921114,2.069531853
2005,13,25,5,25,1,7.921692,2.069604819
1999,10,40,23,529,0,7.922056,2.069650768
2004,4,40,29,841,0,7.922163,2.069664275
2002,12,31,12,144,0,7.9224,2.06969419
2004,9,29,13,169,1,7.92263,2.069723221
2000,6,36,23,529,0,7.922944,2.069762854
2005,10,44,27,729,0,7.922985,2.069768029
2003,12,38,19,361,1,7.923162,2.069790369
1998,15,24,2,4,0,7.923257,2.069802359
2005,10,41,24,576,0,7.923364,2.069815863
2002,14,30,9,81,0,7.923937,2.069888178
2004,15,21,-1,1,1,7.923956,2.069890576
1998,14,38,17,289,0,7.924269,2.069930076
2003,8,32,17,289,0,7.924276,2.069930959
2005,9,43,27,729,1,7.924434,2.069950898
1998,13,36,16,256,1,7.924521,2.069961876
1999,10,28,11,121,0,7.924983,2.070020175
2000,8,46,31,961,0,7.925427,2.070076198
2002,15,33,11,121,0,7.92547,2.070081624
2004,14,38,17,289,0,7.925814,2.070125027
1996,8,40,25,625,0,7.926176,2.0701707
2002,12,48,29,841,1,7.926859,2.070256866
2003,8,39,24,576,1,7.927243,2.070305308
2004,7,22,8,64,0,7.92764,2.070355387
2005,14,30,9,81,1,7.927917,2.070390328
2000,14,43,22,484,0,7.928936,2.070518853
1997,11,30,12,144,0,7.929479,2.070587334
2005,10,28,11,121,0,7.929662,2.070610412
2005,4,47,36,1296,1,7.929811,2.070629202
2002,8,32,17,289,1,7.929979,2.070650387
1998,10,40,23,529,0,7.930355,2.070697801
2000,11,32,14,196,0,7.930481,2.07071369
2005,13,32,12,144,1,7.930712,2.070742817
1997,10,45,28,784,1,7.931051,2.070785562
2002,15,40,18,324,0,7.931232,2.070808383
1996,12,42,23,529,0,7.931655,2.070861715
