year,educ,age,exp,exp_sq,non_white,y,lny
2002,16,25,2,4,0,14.10417,2.646470498
2002,10,42,25,625,0,14.10515,2.646539979
2003,14,37,16,256,0,14.10545,2.646561248
2004,9,49,33,1089,1,14.10883,2.646800843
2003,7,50,36,1296,1,14.10883,2.646800843
2002,13,41,21,441,0,14.10903,2.646815018
2004,10,32,15,225,0,14.10982,2.646871009
2005,9,39,23,529,0,14.11075,2.646936918
1999,12,42,23,529,0,14.11199,2.647024791
2002,11,36,18,324,0,14.11213,2.647034711
2004,12,26,7,49,1,14.11302,2.647097776
2001,17,47,23,529,0,14.11323,2.647112655
2004,10,31,14,196,1,14.11358,2.647137454
2003,15,29,7,49,1,14.11419,2.647180674
2000,12,27,8,64,0,14.11638,2.647335825
2005,9,49,33,1089,0,14.11647,2.647342201
1997,10,39,22,484,0,14.11716,2.647391079
2005,14,39,18,324,1,14.1172,2.647393912
2005,10,43,26,676,1,14.11741,2.647408787
1999,15,46,24,576,0,14.11802,2.647451996
1996,10,32,15,225,1,14.11928,2.647541239
2000,10,46,29,841,0,14.11995,2.647588691
2005,14,47,26,676,0,14.12016,2.647603563
2004,18,25,0,0,0,14.12138,2.647689961
2000,14,48,27,729,0,14.12195,2.647730325
2004,12,30,11,121,1,14.12317,2.647816711
1999,14,46,25,625,1,14.12392,2.647869814
2003,14,47,26,676,0,14.12447,2.647908754
2005,12,24,5,25,0,14.12531,2.647968224
1999,12,43,24,576,1,14.12715,2.648098478
2004,12,30,11,121,0,14.1275,2.648123253
2003,15,39,17,289,0,14.12824,2.648175631
2002,10,39,22,484,0,14.12894,2.648225176
1998,12,39,20,400,0,14.12918,2.648242162
2005,9,27,11,121,0,14.1293,2.648250655
2002,10,35,18,324,0,14.13046,2.648332751
2003,16,34,11,121,1,14.13164,2.648416255
1996,13,33,13,169,1,14.13282,2.648499752
2005,11,36,18,324,1,14.13439,2.648610835
2005,11,42,24,576,1,14.13457,2.64862357
1999,15,40,18,324,0,14.1392,2.648951082
2002,9,34,18,324,1,14.14005,2.649011197
1996,14,35,14,196,1,14.14091,2.649072015
2002,13,39,19,361,0,14.14107,2.649083329
2004,12,31,12,144,0,14.14179,2.649134244
2002,12,37,18,324,0,14.14204,2.649151922
1999,9,47,31,961,0,14.14213,2.649158286
2003,13,46,26,676,0,14.14417,2.649302525
2005,12,47,28,784,0,14.14502,2.649362619
1998,10,35,18,324,0,14.14585,2.649421295
2004,10,33,16,256,0,14.14624,2.649448864
1996,9,39,23,529,1,14.14676,2.649485623
2003,14,27,6,36,0,14.14741,2.649531568
2005,12,36,17,289,0,14.14767,2.649549946
1997,14,31,10,100,0,14.14911,2.649651725
1998,11,32,14,196,0,14.14959,2.649685648
2003,11,47,29,841,0,14.15051,2.649750666
2002,16,46,23,529,1,14.15066,2.649761266
2005,8,31,16,256,1,14.15359,2.649968302
1997,15,45,23,529,0,14.15455,2.650036127
1997,8,33,18,324,0,14.15651,2.650174589
2004,14,32,11,121,0,14.15668,2.650186597
2000,17,50,26,676,0,14.15818,2.650292549
1999,14,32,11,121,0,14.15901,2.650351171
1997,17,41,17,289,1,14.15928,2.65037024
1998,10,33,16,256,0,14.16011,2.650428857
2004,14,48,27,729,1,14.16033,2.650444393
1999,17,47,23,529,0,14.16118,2.650504418
2005,17,33,9,81,0,14.16348,2.650666821
2005,13,29,9,81,1,14.16428,2.650723302
2002,16,32,9,81,1,14.16537,2.650800254
2004,13,41,21,441,0,14.16566,2.650820726
1999,16,35,12,144,0,14.16567,2.650821432
2004,13,47,27,729,0,14.16713,2.650924493
2002,12,39,20,400,0,14.16781,2.65097249
1998,10,50,33,1089,1,14.1686,2.651028249
2005,12,25,6,36,1,14.16871,2.651036012
2001,17,38,14,196,1,14.16915,2.651067066
1997,10,36,19,361,0,14.17047,2.651160222
2003,16,38,15,225,0,14.17203,2.651270304
1996,13,32,12,144,1,14.17258,2.651309112
1999,12,30,11,121,0,14.17297,2.651336629
1999,11,36,18,324,0,14.17377,2.651393073
2004,15,30,8,64,1,14.17389,2.65140154
2000,8,39,24,576,0,14.17461,2.651452336
2005,13,48,28,784,1,14.17489,2.651472089
2002,14,42,21,441,1,14.17682,2.651608236
2003,13,43,23,529,0,14.17743,2.651651263
2002,14,40,19,361,0,14.17909,2.651768344
2000,12,40,21,441,0,14.18167,2.651950286
1999,12,41,22,484,0,14.18234,2.651997529
2004,10,35,18,324,1,14.18391,2.652108224
1999,15,33,11,121,1,14.18427,2.652133604
1999,16,39,16,256,0,14.18452,2.652151229
2003,8,47,32,1024,0,14.18506,2.652189298
2003,19,25,-1,1,0,14.18523,2.652201282
2005,18,30,5,25,0,14.18524,2.652201987
1996,12,41,22,484,0,14.18624,2.652272481
2003,13,48,28,784,0,14.18645,2.652287284
1997,13,49,29,841,0,14.18693,2.652321118
2002,10,37,20,400,1,14.18693,2.652321118
2003,11,45,27,729,0,14.1872,2.65234015
2003,8,40,25,625,0,14.18909,2.652473359
2005,17,39,15,225,1,14.18998,2.652536082
1999,13,45,25,625,0,14.19118,2.652620645
1998,14,34,13,169,0,14.19123,2.652624168
2003,15,36,14,196,0,14.19202,2.652679835
1998,16,45,22,484,0,14.19296,2.652746067
2004,12,41,22,484,1,14.19496,2.652886972
2005,15,34,12,144,0,14.19508,2.652895426
2005,14,26,5,25,0,14.19591,2.652953895
2004,9,36,20,400,0,14.19646,2.652992638
2000,13,29,9,81,0,14.19663,2.653004612
1997,14,42,21,441,0,14.19683,2.6530187
2004,14,28,7,49,1,14.1973,2.653051806
2001,16,29,6,36,0,14.19931,2.653193372
2005,17,26,2,4,1,14.19978,2.653226472
2002,12,38,19,361,1,14.20228,2.653402515
2003,12,50,31,961,1,14.20274,2.653434904
1997,15,35,13,169,0,14.20308,2.653458842
2003,13,45,25,625,0,14.20374,2.65350531
2005,16,32,9,81,0,14.20409,2.653529951
2004,10,48,31,961,1,14.20489,2.653586272
2003,13,34,14,196,0,14.20606,2.653668634
2000,17,43,19,361,0,14.20884,2.653864306
2004,12,35,16,256,1,14.20961,2.653918496
2005,8,24,9,81,0,14.21133,2.654039534
2004,14,25,4,16,1,14.21155,2.654055014
2003,13,36,16,256,0,14.21186,2.654076827
2003,7,32,18,324,1,14.21201,2.654087382
2003,11,42,24,576,0,14.21227,2.654105676
2003,15,42,20,400,1,14.2129,2.654150003
2004,15,49,27,729,0,14.21406,2.654231616
2000,15,29,7,49,0,14.21589,2.654360353
2003,16,31,8,64,0,14.21664,2.65441311
2004,10,37,20,400,0,14.21828,2.654528461
2000,10,38,21,441,0,14.21866,2.654555186
2001,18,24,-1,1,0,14.22045,2.654681069
1997,13,36,16,256,0,14.22056,2.654688805
2005,8,27,12,144,1,14.22341,2.654889199
2002,16,36,13,169,1,14.22364,2.654905369
2005,8,36,21,441,0,14.22597,2.655069167
2004,13,41,21,441,0,14.22642,2.655100799
2003,11,47,29,841,1,14.22949,2.655316572
2003,12,42,23,529,0,14.23013,2.655361548
2000,6,50,37,1369,1,14.23021,2.65536717
2001,16,28,5,25,1,14.23034,2.655376305
1998,5,50,38,1444,0,14.23083,2.655410738
2003,11,46,28,784,0,14.23114,2.655432521
2004,8,43,28,784,0,14.23148,2.655456412
2000,14,38,17,289,0,14.23181,2.6554796
2000,14,31,10,100,1,14.2319,2.655485924
2002,15,40,18,324,0,14.23354,2.655601151
1996,8,47,32,1024,0,14.23416,2.65564471
2002,13,42,22,484,0,14.23456,2.655672811
2002,12,50,31,961,1,14.23659,2.655815411
2000,15,44,22,484,0,14.23871,2.655964312
2003,13,43,23,529,1,14.24094,2.656120915
2002,14,35,14,196,0,14.24235,2.65621992
2003,13,31,11,121,0,14.24244,2.65622624
2005,14,45,24,576,0,14.24359,2.656306981
2003,15,34,12,144,0,14.24623,2.65649231
2002,7,44,30,900,1,14.24712,2.656554781
1996,9,28,12,144,0,14.24713,2.656555483
2005,10,42,25,625,0,14.24982,2.656744275
2002,18,36,11,121,1,14.25002,2.65675831
2002,14,38,17,289,0,14.25015,2.656767433
1997,10,32,15,225,1,14.25105,2.656830588
2003,17,32,8,64,1,14.25114,2.656836904
2005,13,38,18,324,0,14.25352,2.657003894
1999,13,48,28,784,0,14.25364,2.657012313
2004,10,42,25,625,0,14.25398,2.657036166
2002,10,46,29,841,0,14.25417,2.657049495
2003,13,38,18,324,0,14.25721,2.657262744
1999,10,38,21,441,1,14.25724,2.657264848
2003,11,37,19,361,1,14.25928,2.657407923
2000,17,38,14,196,0,14.26086,2.657518722
2000,9,43,27,729,0,14.26091,2.657522228
2005,12,33,14,196,0,14.26119,2.657541862
1997,13,33,13,169,0,14.26618,2.657891701
2002,15,41,19,361,1,14.267,2.657949178
2000,14,39,18,324,0,14.26909,2.658095659
2003,12,48,29,841,1,14.27015,2.658169943
1999,12,49,30,900,0,14.27146,2.658261739
1996,17,50,26,676,0,14.27163,2.658273651
2005,15,27,5,25,0,14.27237,2.6583255
2002,15,47,25,625,1,14.27275,2.658352125
2000,12,27,8,64,0,14.27343,2.658399767
2000,14,41,20,400,0,14.27409,2.658446006
2002,9,44,28,784,0,14.27426,2.658457915
2004,14,37,16,256,1,14.27491,2.658503451
2004,8,25,10,100,0,14.27625,2.658597317
2004,15,44,22,484,0,14.27639,2.658607124
1998,12,39,20,400,0,14.2769,2.658642847
2005,14,34,13,169,0,14.27727,2.658668762
2004,11,48,30,900,0,14.27748,2.658683471
2004,15,45,23,529,0,14.2785,2.658754909
2005,11,45,27,729,0,14.2789,2.658782923
2004,13,42,22,484,1,14.27911,2.65879763
2004,10,43,26,676,0,14.27914,2.658799731
2003,12,50,31,961,0,14.28045,2.658891469
1999,13,35,15,225,0,14.28278,2.659054616
2002,16,43,20,400,0,14.28341,2.659098724
1999,12,42,23,529,0,14.28362,2.659113426
1999,13,47,27,729,0,14.28445,2.659171533
1997,13,33,13,169,0,14.28472,2.659190435
2004,15,31,9,81,0,14.28495,2.659206536
2002,9,37,21,441,0,14.28547,2.659242937
1998,14,40,19,361,0,14.28594,2.659275837
2003,7,50,36,1296,1,14.286,2.659280037
1999,10,44,27,729,0,14.28706,2.659354232
2004,8,38,23,529,0,14.29314,2.659779702
2005,16,38,15,225,1,14.29351,2.659805588
2003,15,31,9,81,1,14.29532,2.659932211
2000,10,49,32,1024,0,14.29626,2.659997965
1996,18,29,4,16,0,14.2977,2.660098685
1999,12,41,22,484,0,14.29866,2.660165827
2005,16,34,11,121,1,14.29871,2.660169323
1998,14,36,15,225,0,14.29881,2.660176317
2002,12,35,16,256,0,14.29983,2.660247649
2004,14,34,13,169,0,14.30024,2.66027632
2003,9,41,25,625,0,14.30046,2.660291705
2005,10,39,22,484,1,14.30162,2.660372818
2004,9,34,18,324,0,14.30522,2.660624506
2004,15,41,19,361,0,14.30657,2.660718872
2004,15,27,5,25,0,14.30893,2.660883818
2004,4,38,27,729,0,14.312,2.661098346
2003,13,47,27,729,0,14.31378,2.66122271
2002,14,46,25,625,1,14.3155,2.661342866
1998,14,34,13,169,0,14.31577,2.661361727
2004,12,31,12,144,0,14.31582,2.661365219
2005,12,35,16,256,0,14.31666,2.661423894
2005,14,44,23,529,0,14.31708,2.66145323
1996,5,48,36,1296,0,14.31708,2.66145323
1997,11,48,30,900,0,14.31757,2.661487454
2004,16,48,25,625,0,14.31885,2.661576851
2003,13,44,24,576,0,14.31903,2.661589422
1998,17,42,18,324,0,14.31989,2.66164948
1998,12,48,29,841,0,14.31996,2.661654368
2002,15,45,23,529,1,14.3204,2.661685094
2004,15,31,9,81,0,14.32058,2.661697664
2003,14,42,21,441,0,14.32225,2.661814272
2003,10,31,14,196,1,14.32349,2.661900847
1996,14,38,17,289,1,14.3238,2.661922489
1998,14,30,9,81,0,14.3243,2.661957396
2002,18,29,4,16,0,14.32532,2.662028601
1998,10,38,21,441,0,14.32591,2.662069786
2000,13,42,22,484,0,14.32839,2.662242884
2005,10,35,18,324,1,14.32876,2.662268706
1996,12,36,17,289,0,14.33014,2.662365012
2005,9,31,15,225,1,14.33109,2.662431303
2005,14,35,14,196,0,14.33124,2.66244177
2003,11,49,31,961,0,14.33274,2.662546431
2003,16,35,12,144,1,14.33284,2.662553408
2001,10,50,33,1089,1,14.33303,2.662566664
2003,9,49,33,1089,1,14.33388,2.662625966
2005,15,41,19,361,0,14.33403,2.66263643
2000,12,42,23,529,1,14.33435,2.662658755
1999,17,50,26,676,0,14.33437,2.66266015
2004,16,28,5,25,0,14.33516,2.662715261
2004,12,25,6,36,1,14.33651,2.66280943
2005,11,21,3,9,0,14.33706,2.662847793
1996,17,35,11,121,1,14.33884,2.662971939
2005,17,34,10,100,1,14.33969,2.663031217
2004,12,34,15,225,0,14.34002,2.66305423
1999,15,46,24,576,0,14.34042,2.663082123
2004,14,27,6,36,0,14.34065,2.663098162
2003,14,39,18,324,0,14.3414,2.663150459
2002,15,39,17,289,0,14.34192,2.663186717
2003,16,35,12,144,0,14.34243,2.663222277
2000,12,33,14,196,0,14.3436,2.66330385
2000,9,31,15,225,1,14.34391,2.663325462
2002,10,34,17,289,1,14.34439,2.663358925
2005,11,38,20,400,1,14.34441,2.663360319
2003,15,40,18,324,1,14.34458,2.663372171
2003,12,29,10,100,0,14.34583,2.663459308
2005,15,34,12,144,1,14.34748,2.663574317
2001,13,32,12,144,1,14.34815,2.663621014
2003,12,43,24,576,0,14.34824,2.663627287
1996,12,43,24,576,0,14.34841,2.663639135
2004,18,32,7,49,1,14.34901,2.66368095
2003,9,43,27,729,0,14.34993,2.663745064
2002,13,41,21,441,0,14.35059,2.663791056
2005,14,36,15,225,0,14.35402,2.664030042
1998,12,34,15,225,0,14.35495,2.66409483
1998,15,32,10,100,1,14.35598,2.66416658
2002,10,46,29,841,0,14.35938,2.664403387
2004,13,33,13,169,0,14.36004,2.664449349
2000,14,47,26,676,0,14.36041,2.664475115
2004,10,36,19,361,0,14.36129,2.664536392
2004,11,36,18,324,0,14.36167,2.664562852
2005,14,34,13,169,0,14.36207,2.664590704
2003,14,30,9,81,0,14.36347,2.664688178
2005,16,37,14,196,1,14.36355,2.664693748
1996,17,34,10,100,1,14.36455,2.664763366
1997,9,35,19,361,0,14.36522,2.664810007
2005,8,32,17,289,0,14.36742,2.664963143
2003,15,43,21,441,1,14.36762,2.664977064
2003,15,38,16,256,1,14.36776,2.664986808
2004,11,35,17,289,0,14.36817,2.665015343
1997,11,38,20,400,0,14.36885,2.665062669
1997,19,39,13,169,1,14.37046,2.665174711
2004,14,44,23,529,0,14.37054,2.665180278
2002,12,36,17,289,0,14.3715,2.665247079
2003,12,47,28,784,1,14.37188,2.66527352
2005,12,38,19,361,1,14.37322,2.665366753
2003,13,43,23,529,1,14.37327,2.665370232
1996,16,44,21,441,0,14.37332,2.66537371
2003,9,33,17,289,0,14.37431,2.665442586
2002,14,32,11,121,0,14.37528,2.665510065
2004,12,35,16,256,0,14.37547,2.665523282
2002,11,35,17,289,1,14.37583,2.665548324
1996,12,35,16,256,1,14.37692,2.665624143
2004,13,34,14,196,0,14.37735,2.665654052
2004,11,45,27,729,1,14.37777,2.665683264
2002,14,47,26,676,0,14.37782,2.665686741
1998,18,45,20,400,0,14.37893,2.665763941
1997,8,50,35,1225,0,14.37896,2.665766027
2005,10,43,26,676,0,14.37908,2.665774372
2005,16,33,10,100,0,14.37971,2.665818185
2003,13,30,10,100,0,14.3805,2.665873122
2002,9,28,12,144,0,14.38066,2.665884248
2004,11,48,30,900,0,14.38122,2.665923189
2005,14,40,19,361,0,14.38189,2.665969776
2002,16,45,22,484,1,14.38302,2.666048344
2004,13,27,7,49,0,14.38438,2.666142896
2000,13,39,19,361,0,14.38485,2.666175569
2000,11,41,23,529,1,14.38584,2.666244389
2000,16,36,13,169,0,14.38702,2.666326411
1997,12,27,8,64,0,14.38703,2.666327106
2003,11,41,23,529,0,14.38714,2.666334752
1999,17,28,4,16,0,14.38746,2.666356994
2002,11,45,27,729,0,14.38852,2.666430666
2003,14,39,18,324,0,14.38974,2.666515453
2000,12,33,14,196,1,14.39004,2.666536301
2005,14,27,6,36,1,14.39008,2.66653908
2003,8,38,23,529,1,14.39025,2.666550894
2002,18,23,-2,4,1,14.39033,2.666556453
1999,12,43,24,576,0,14.3916,2.666644703
2004,9,40,24,576,0,14.39361,2.666784358
2005,10,35,18,324,0,14.39424,2.666828127
1999,16,33,10,100,0,14.39424,2.666828127
2005,14,35,14,196,1,14.39453,2.666848273
2003,13,40,20,400,0,14.39722,2.667035132
2003,14,35,14,196,1,14.39749,2.667053886
2000,11,43,25,625,0,14.39775,2.667071944
2005,10,41,24,576,0,14.39824,2.667105977
2001,13,30,10,100,1,14.39863,2.667133063
2003,9,37,21,441,1,14.40101,2.667298343
2002,14,41,20,400,0,14.40251,2.667402497
1999,12,49,30,900,0,14.40461,2.667548294
1999,15,47,25,625,0,14.40587,2.667635762
1997,13,34,14,196,0,14.40684,2.667703094
2002,11,33,15,225,0,14.40705,2.66771767
2003,16,34,11,121,1,14.40777,2.667767644
1999,13,47,27,729,1,14.40903,2.667855093
2004,13,30,10,100,1,14.40953,2.667889793
2004,14,37,16,256,0,14.40985,2.667912001
2002,12,49,30,900,1,14.41103,2.667993886
2001,10,36,19,361,1,14.41149,2.668025805
1998,16,29,6,36,0,14.4116,2.668033438
2003,14,38,17,289,0,14.41223,2.668077152
2005,12,39,20,400,1,14.41283,2.668118782
2003,10,30,13,169,0,14.41433,2.668222851
2002,14,40,19,361,0,14.41476,2.668252682
2005,16,41,18,324,0,14.41536,2.668294305
2003,13,29,9,81,0,14.41647,2.668371303
2000,11,34,16,256,0,14.41733,2.668430955
2000,14,41,20,400,0,14.41741,2.668436504
2005,12,42,23,529,0,14.41816,2.668488523
1998,9,40,24,576,0,14.4185,2.668512104
1996,12,40,21,441,0,14.41912,2.668555104
2002,14,31,10,100,0,14.42111,2.668693105
1999,11,37,19,361,1,14.42281,2.668810981
2002,12,35,16,256,1,14.42288,2.668815835
2003,6,49,36,1296,0,14.42352,2.668860207
2003,15,47,25,625,0,14.42458,2.668933696
2003,18,30,5,25,0,14.42468,2.668940628
2003,14,26,5,25,1,14.42498,2.668961426
1997,16,45,22,484,0,14.42531,2.668984303
2003,13,33,13,169,0,14.42586,2.669022429
1997,12,35,16,256,0,14.42592,2.669026589
2003,12,41,22,484,1,14.427,2.669101451
2004,11,33,15,225,0,14.42718,2.669113927
2002,16,45,22,484,1,14.42758,2.669141653
2004,18,37,12,144,0,14.42855,2.669208883
2003,9,44,28,784,0,14.42892,2.669234526
2002,9,49,33,1089,0,14.42899,2.669239377
2002,15,49,27,729,1,14.42931,2.669261555
2003,15,46,24,576,1,14.43005,2.669312838
1996,5,42,30,900,0,14.43109,2.669384907
2005,10,46,29,841,1,14.43258,2.669488151
2004,14,34,13,169,0,14.43296,2.66951448
2000,17,44,20,400,1,14.43453,2.669623253
2001,10,42,25,625,0,14.43492,2.669650271
1998,15,46,24,576,1,14.43535,2.669680059
2000,11,45,27,729,0,14.43569,2.669703612
2004,12,31,12,144,0,14.43628,2.669744483
1997,13,33,13,169,0,14.43634,2.669748639
2004,15,33,11,121,0,14.43715,2.669804746
2003,12,34,15,225,1,14.43754,2.669831759
2003,14,38,17,289,0,14.43779,2.669849075
2005,12,44,25,625,0,14.43792,2.669858079
2000,12,42,23,529,0,14.43871,2.669912794
1997,12,45,26,676,1,14.43895,2.669929416
1997,9,45,29,841,0,14.43913,2.669941882
2002,16,49,26,676,0,14.43971,2.66998205
2000,15,26,4,16,0,14.44022,2.670017369
2004,11,38,20,400,1,14.44036,2.670027064
2003,14,35,14,196,0,14.44076,2.670054764
2003,19,47,21,441,1,14.44324,2.670226485
2003,11,40,22,484,1,14.44329,2.670229947
2004,16,32,9,81,0,14.44417,2.670290873
1997,12,36,17,289,0,14.44423,2.670295027
2003,14,29,8,64,1,14.44523,2.670364256
2005,13,45,25,625,0,14.44686,2.67047709
2005,11,40,22,484,1,14.44698,2.670485396
1999,13,46,26,676,0,14.44791,2.670549767
2003,17,49,25,625,0,14.44996,2.670691646
1999,13,28,8,64,1,14.4501,2.670701335
2004,15,34,12,144,1,14.45011,2.670702027
2005,11,50,32,1024,0,14.45086,2.670753928
1998,10,41,24,576,1,14.45091,2.670757388
1996,18,36,11,121,0,14.45405,2.670974652
1996,12,49,30,900,0,14.45429,2.670991256
2005,12,47,28,784,1,14.45463,2.671014778
2002,13,32,12,144,0,14.45479,2.671025848
2000,11,36,18,324,0,14.45646,2.671141373
2004,13,25,5,25,0,14.45648,2.671142757
2004,11,35,17,289,0,14.45679,2.6711642
2001,18,45,20,400,0,14.45729,2.671198786
2000,13,37,17,289,0,14.4575,2.671213311
2002,18,48,23,529,0,14.45808,2.671253428
1997,11,37,19,361,1,14.45814,2.671257578
2005,10,38,21,441,1,14.45834,2.671271411
2005,18,28,3,9,0,14.4584,2.671275561
2005,11,28,10,100,1,14.45947,2.671349563
2004,12,46,27,729,0,14.46086,2.671445689
2003,12,39,20,400,1,14.46146,2.67148718
2003,14,46,25,625,1,14.4629,2.67158675
2003,18,28,3,9,0,14.46339,2.671620629
2002,13,48,28,784,0,14.46366,2.671639297
1998,8,45,30,900,0,14.46376,2.671646211
2001,14,37,16,256,0,14.46469,2.671710507
2002,12,43,24,576,0,14.46577,2.671785169
2005,7,47,33,1089,0,14.46588,2.671792773
2005,16,33,10,100,0,14.46601,2.67180176
2002,10,50,33,1089,0,14.46806,2.671943461
2004,8,36,21,441,0,14.46858,2.671979402
1998,14,46,25,625,1,14.46919,2.672021561
2005,13,25,5,25,0,14.47032,2.672099655
2003,5,45,33,1089,0,14.47324,2.672301427
2005,14,29,8,64,0,14.47336,2.672309718
2002,16,25,2,4,1,14.47346,2.672316627
1997,13,33,13,169,1,14.47367,2.672331137
1998,12,44,25,625,0,14.47451,2.672389171
2004,12,28,9,81,0,14.47683,2.67254944
2001,11,41,23,529,0,14.47772,2.672610916
1997,12,44,25,625,0,14.47788,2.672621967
1999,18,44,19,361,0,14.47809,2.672636472
2005,16,41,18,324,0,14.4781,2.672637163
2000,17,38,14,196,0,14.47893,2.672694489
1997,15,30,8,64,0,14.48035,2.672792558
2005,13,25,5,25,0,14.4805,2.672802917
2005,7,34,20,400,0,14.48398,2.673043211
1998,12,47,28,784,1,14.48399,2.673043901
2004,17,27,3,9,0,14.48508,2.673119154
2001,11,44,26,676,1,14.4859,2.673175763
2003,8,42,27,729,1,14.48626,2.673200614
1996,16,33,10,100,0,14.48653,2.673219252
2003,12,29,10,100,0,14.48669,2.673230297
1999,11,34,16,256,0,14.48818,2.673333145
1999,11,30,12,144,0,14.48967,2.673435982
1999,12,34,15,225,0,14.49104,2.673530527
2003,14,39,18,324,1,14.49194,2.673592633
2004,13,39,19,361,0,14.49246,2.673628514
2004,14,34,13,169,0,14.49331,2.673687164
2003,9,37,21,441,1,14.49331,2.673687164
2005,13,35,15,225,0,14.4934,2.673693373
2003,16,44,21,441,0,14.49376,2.673718212
2005,11,31,13,169,0,14.49462,2.673777546
2002,15,50,28,784,0,14.49546,2.673835497
2002,12,32,13,169,0,14.49583,2.673861022
1998,11,50,32,1024,0,14.49588,2.673864471
2004,17,35,11,121,0,14.49955,2.674117614
2002,19,46,20,400,0,14.49971,2.674128649
2005,11,31,13,169,0,14.50018,2.674161063
2005,12,37,18,324,0,14.50077,2.674201751
2002,12,35,16,256,0,14.50126,2.674235542
2005,11,46,28,784,1,14.50153,2.674254161
1997,15,40,18,324,1,14.50276,2.674338976
1997,16,48,25,625,0,14.5028,2.674341734
1998,13,36,16,256,0,14.50345,2.674386552
2005,12,42,23,529,1,14.50419,2.674437573
2004,11,43,25,625,0,14.50458,2.674464462
1998,13,28,8,64,0,14.50512,2.674501691
2002,11,31,13,169,0,14.50523,2.674509274
1998,11,36,18,324,0,14.506,2.674562357
2001,13,40,20,400,0,14.50751,2.674666446
2004,15,32,10,100,0,14.50954,2.674806364
2000,8,44,29,841,0,14.5098,2.674824283
2003,9,35,19,361,0,14.51193,2.67497107
2003,16,48,25,625,1,14.51287,2.675035842
2005,12,38,19,361,0,14.51388,2.675105433
2002,11,34,16,256,0,14.51395,2.675110256
2003,15,38,16,256,0,14.5145,2.67514815
2003,13,26,6,36,0,14.5154,2.675210155
2002,9,46,30,900,1,14.51578,2.675236334
