"year","educ","age","exp","income","non_white","exp_sq"
2003,12,39,20,15.42151,0,400
2004,15,40,18,11.18546,0,324
2005,12,41,22,13.55786,0,484
1998,13,18,-2,2.859874,0,4
1999,11,19,1,1.476794,0,1
2000,9,20,4,3.364656,0,16
1997,4,41,30,5.584026,1,900
1999,2,43,34,5.927874,1,1156
2000,5,44,32,6.054766,1,1024
2002,4,46,35,8.498736,1,1225
2003,3,47,37,8.170411,1,1369
2004,4,48,37,6.886219,1,1369
2005,6,49,36,7.434018,1,1296
1996,16,26,3,8.087517,0,9
1997,16,27,4,7.139595,0,16
1998,15,28,6,6.13196,0,36
1999,15,29,7,6.805441,0,49
2000,14,30,9,6.13347,0,81
2002,10,32,15,9.4106,0,225
2003,10,33,16,8.896026,0,256
2004,11,34,16,8.51918,0,256
2005,14,35,14,7.372493,0,196
2003,8,29,14,9.147302,1,196
2004,12,30,11,10.60918,1,121
2005,12,31,12,12.7409,1,144
2002,8,40,25,3.08776,1,625
2003,7,42,28,10.89717,1,784
2005,10,43,26,10.59214,1,676
1996,14,35,14,14.14091,1,196
1997,14,36,15,14.78766,1,225
1998,18,37,12,17.57184,1,144
1999,12,38,19,17.85783,1,361
2000,18,39,14,18.32831,1,196
2005,13,44,24,,1,576
1996,16,32,9,17.44021,1,81
1997,18,33,8,21.90886,1,64
1998,15,34,12,23.62491,1,144
1999,13,35,15,23.23333,1,225
2000,16,36,13,31.68972,1,169
2002,12,38,19,30.89448,1,361
2003,12,39,20,33.48223,1,400
2004,14,40,19,32.11427,1,361
2005,13,41,21,34.1348,1,441
1996,13,29,9,6.874655,1,81
2003,14,36,15,0,1,225
2004,12,37,18,6.871588,1,324
2005,13,38,18,40.22055,1,324
1996,10,37,20,8.637309,1,400
1997,9,39,23,9.562507,1,529
1998,15,40,18,10.07644,1,324
1999,12,41,22,11.26205,1,484
2000,11,41,23,14.38584,1,529
2002,16,43,20,14.95643,1,400
2003,11,44,26,14.70832,1,676
2004,12,46,27,16.17313,1,729
2005,13,46,26,16.57785,1,676
1996,15,50,28,17.28173,1,784
1996,5,46,34,8.187187,0,1156
1997,5,47,35,10.14172,0,1225
1998,7,48,34,11.46546,0,1156
1999,12,49,30,11.5969,0,900
2000,16,50,27,15.10746,0,729
1997,10,25,8,43.08885,1,64
1996,9,41,25,7.968376,0,625
1997,8,42,27,8.604352,0,729
1998,12,43,24,8.756204,0,576
1999,6,44,31,7.434086,0,961
2000,12,45,26,10.70061,0,676
2002,8,47,32,10.88637,0,1024
2003,12,48,29,12.40754,0,841
2004,12,49,30,10.70636,0,900
2005,9,50,34,11.78746,0,1156
1996,16,37,14,10.00657,0,196
1998,12,39,20,14.12918,0,400
1999,14,40,19,16.09819,0,361
2000,10,41,24,14.98842,0,576
2002,15,43,21,17.49329,0,441
2003,12,44,25,16.01309,0,625
2004,13,45,25,16.60412,0,625
1996,11,32,14,13.01054,0,196
1997,11,33,15,13.71535,0,225
1998,14,34,13,14.31577,0,169
1999,17,35,11,11.37732,0,121
2000,16,36,13,12.87307,0,169
2002,17,38,14,16.45068,0,196
2003,15,39,17,14.12824,0,289
2004,12,40,21,15.3371,0,441
2005,14,41,20,16.90208,0,400
1996,13,32,12,8.074252,1,144
1997,17,33,9,9.479073,1,81
1998,14,34,13,6.277576,1,169
1999,12,35,16,8.52029,1,256
2000,15,36,14,,1,196
2002,15,38,16,11.36398,1,256
2003,18,39,14,10.23658,1,196
2004,17,40,16,7.008368,1,256
2005,14,41,20,10.96325,1,400
1996,7,37,23,7.315086,0,529
1997,7,38,24,7.892799,0,576
1998,11,39,21,4.209044,0,441
1999,12,40,21,9.197965,0,441
2000,7,41,27,8.043317,0,729
2002,12,43,24,10.23718,0,576
1996,7,34,20,6.597164,1,400
1997,9,35,19,6.148638,1,361
1998,7,36,22,7.155237,1,484
1999,10,37,20,7.480768,1,400
2000,13,38,18,10.83255,1,324
2002,11,40,22,10.64387,1,484
2003,7,41,27,8.191812,1,729
2004,9,42,26,8.907324,1,676
2005,11,43,25,12.11764,1,625
1998,8,36,21,.4311712,0,441
1999,13,37,17,4.091122,0,289
2000,15,38,16,7.40319,0,256
2002,17,40,16,8.481328,0,256
2003,12,41,22,8.523401,0,484
2004,14,42,21,10.2324,0,441
2005,5,18,6,5.449673,1,36
1996,14,24,3,4.351714,0,9
1997,16,26,3,4.907503,0,9
1998,18,27,2,5.94058,0,4
1999,17,28,4,8.324883,0,16
2000,16,28,5,6.050787,0,25
2003,15,31,9,12.83297,0,81
2003,15,32,10,12.40469,0,100
2004,16,33,10,15.22081,0,100
2005,18,33,8,19.57692,0,64
1996,9,33,17,10.5329,0,289
1997,10,35,18,10.65155,0,324
1998,10,36,19,9.773569,0,361
2000,10,37,20,8.264763,0,400
2000,11,37,19,9.065656,0,361
2002,16,40,17,8.918361,0,289
2003,10,41,24,8.23887,0,576
2004,10,42,25,6.500888,0,625
2005,11,42,24,9.992991,0,576
2004,7,19,5,6.292681,0,25
1997,11,38,20,0,1,400
1998,10,39,22,2.162523,1,484
2002,14,43,22,6.289896,1,484
2003,8,44,29,6.38195,1,841
2004,13,45,25,4.906069,1,625
2005,9,46,30,6.221208,1,900
2002,1,20,12,7.434284,0,144
2003,6,21,8,11.71146,0,64
2004,3,22,12,8.885407,0,144
2005,5,23,11,8.311685,0,121
1996,13,34,14,7.370601,1,196
1998,16,35,12,7.270733,1,144
1998,9,36,20,3.196661,1,400
2000,11,37,19,3.753289,1,361
2000,13,38,18,4.091148,1,324
2003,10,40,23,4.538555,1,529
2003,14,41,20,6.433434,1,400
2005,11,42,24,6.56172,1,576
2005,15,43,21,5.859812,1,441
1996,12,40,21,7.149193,1,441
1997,12,41,22,7.229517,1,484
1999,14,43,22,.1483886,1,484
2000,12,44,25,1.415711,1,625
2002,15,46,24,9.262813,1,576
2003,14,47,26,8.379168,1,676
2005,17,49,25,7.018367,1,625
1996,5,42,30,4.52567,0,900
1997,6,44,31,4.170332,0,961
1998,5,45,33,9.171527,0,1089
2000,5,46,34,4.40014,0,1156
2000,3,46,36,6.360406,0,1296
2002,6,49,36,8.427986,0,1296
2003,2,50,41,7.516267,0,1681
1996,7,20,6,4.463041,0,36
2000,7,23,9,4.287786,0,81
2000,7,24,10,7.487861,0,100
2002,8,26,11,13.17903,0,121
2003,7,27,13,11.41473,0,169
2004,8,28,13,8.414401,0,169
2005,11,29,11,8.193531,0,121
2000,11,19,1,3.647581,0,1
2000,6,20,7,4.373051,0,49
2002,8,22,7,6.433142,0,49
2003,11,23,5,4.984651,0,25
2004,11,24,6,9.752535,0,36
2005,12,25,6,9.019064,0,36
1996,8,36,21,10.41772,1,441
1997,9,37,21,10.06724,1,441
2000,8,39,24,4.941748,1,576
2000,13,40,20,11.58005,1,400
2002,9,42,26,10.97692,1,676
2004,10,43,26,11.1702,1,676
2004,13,44,24,6.879718,1,576
2005,10,45,28,9.234336,1,784
1996,10,26,9,12.34703,0,81
1998,13,28,8,23.47636,0,64
2000,11,30,12,13.9633,0,144
2000,16,30,7,20.001,0,49
2002,16,32,9,23.21104,0,81
2003,16,33,10,27.51527,0,100
2004,16,34,11,15.33512,0,121
2005,14,35,14,21.84325,0,196
1996,10,25,8,6.028287,0,64
1997,14,26,5,7.44155,0,25
1998,11,27,9,8.290408,0,81
2000,13,28,8,10.43329,0,64
2000,14,29,8,9.394866,0,64
2002,14,31,10,13.13501,0,100
2003,15,32,10,12.89435,0,100
1996,2,41,32,4.201739,1,1024
1997,4,42,31,4.353767,1,961
1998,1,42,34,4.449714,1,1156
1999,1,43,35,5.145092,1,1225
2000,6,44,31,5.16956,1,961
2002,3,46,36,8.158065,1,1296
2003,8,47,32,7.425475,1,1024
2004,16,49,26,7.797335,1,676
2005,15,50,28,11.50115,1,784
1996,10,50,33,9.483443,1,1089
1996,11,36,18,11.38591,1,324
1997,7,37,23,12.64697,1,529
1998,13,38,18,12.61497,1,324
1999,14,39,18,16.66319,1,324
2000,12,40,21,13.16681,1,441
2002,12,42,23,19.54755,1,529
2003,15,43,21,14.36762,1,441
2004,13,44,24,21.22383,1,576
2005,15,45,23,21.9632,1,529
1996,0,35,28,3.337563,1,784
1997,4,36,25,5.073911,1,625
1998,3,37,27,3.319237,1,729
1999,11,38,20,3.743855,1,400
2000,6,39,26,5.968141,1,676
2002,12,41,22,6.065951,1,484
2003,15,42,20,6.84533,1,400
2004,15,43,21,8.140029,1,441
2005,12,44,25,9.869001,1,625
2002,11,19,1,4.732436,1,1
2003,15,20,-2,4.723529,1,4
2004,12,21,2,8.039004,1,4
2005,11,22,4,7.837753,1,16
1996,14,42,21,4.520255,1,441
1997,12,43,24,5.666883,1,576
1998,8,44,29,9.379232,1,841
1999,7,45,31,5.338799,1,961
2000,10,46,29,9.47321,1,841
2003,11,48,30,12.57835,1,900
2003,10,49,32,9.532678,1,1024
2004,8,50,35,12.04788,1,1225
2000,1,32,24,3.087134,1,576
2000,4,32,21,.5917684,1,441
2002,2,34,25,3.248447,1,625
2003,2,35,26,2.954516,1,676
2003,9,19,3,2.637129,1,9
2004,12,20,1,5.372364,1,1
2005,11,21,3,7.269819,1,9
2004,10,18,1,4.059183,0,1
2005,11,19,1,7.32996,0,1
1996,15,35,13,7.225165,0,169
1997,11,36,18,6.486929,0,324
1998,14,37,16,10.93336,0,256
1999,10,38,21,11.17108,0,441
2000,9,39,23,13.49805,0,529
2002,13,41,21,14.35059,0,441
2003,10,42,25,15.61352,0,625
2004,11,43,25,14.50458,0,625
2005,14,44,23,16.35675,0,529
2002,12,18,-1,5.179392,0,1
2003,12,34,15,7.793405,0,225
2002,9,50,34,11.57795,1,1156
1996,14,47,26,10.61516,1,676
1998,13,48,28,11.32002,1,784
1999,14,49,28,9.952301,1,784
2000,10,50,33,6.240389,1,1089
1996,8,36,21,7.507915,0,441
1997,11,37,19,6.041218,0,361
2000,9,40,24,2.032216,0,576
2000,9,40,24,5.309336,0,576
2002,12,42,23,8.633051,0,529
2003,8,43,28,4.733976,0,784
2004,12,44,25,7.165813,0,625
2005,11,45,27,8.915968,0,729
2002,8,22,7,0,1,49
2003,12,23,4,11.78454,1,16
2004,10,24,7,10.1398,1,49
2005,10,25,8,13.57347,1,64
1996,16,47,24,4.173255,0,576
1997,16,48,25,4.763687,0,625
1998,12,49,30,1.807426,0,900
2000,17,50,26,,0,676
1997,10,20,3,1.787543,0,9
2002,5,19,7,5.286068,0,49
2003,11,20,2,3.923947,0,4
2004,7,21,7,6.032932,0,49
2005,6,22,9,6.061057,0,81
1997,17,30,6,6.287883,1,36
1998,14,31,10,9.008949,1,100
1999,13,32,12,12.35722,1,144
2000,16,33,10,12.99764,1,100
2002,12,35,16,13.28821,1,256
2003,14,36,15,9.801565,1,225
2004,18,37,12,18.66268,1,144
2005,18,38,13,21.19568,1,169
1996,12,30,11,6.799634,0,121
1997,10,31,14,8.920934,0,196
1998,9,32,16,7.952488,0,256
2004,15,38,16,6.215194,0,256
2005,12,39,20,9.730669,0,400
1996,2,31,22,2.244626,0,484
1997,4,32,21,1.788484,0,441
1996,10,31,14,16.71369,1,196
1997,7,32,18,7.348581,1,324
1998,9,33,17,6.974761,1,289
1999,8,34,19,5.155519,1,361
2000,9,35,19,7.834714,1,361
2002,11,37,19,8.874925,1,361
2003,10,38,21,8.135428,1,441
2005,12,40,21,5.547159,1,441
1996,5,43,31,5.734615,1,961
1997,5,44,32,5.8626,1,1024
1998,6,45,32,5.869611,1,1024
1999,4,46,35,6.086321,1,1225
2000,5,47,35,7.100347,1,1225
2002,2,50,41,6.315417,1,1681
2003,3,50,40,7.077505,1,1600
1996,4,36,25,3.281389,1,625
1997,4,37,26,3.190609,1,676
1998,10,38,21,4.107078,1,441
1999,9,39,23,2.498259,1,529
2000,7,40,26,4.27956,1,676
2002,4,42,31,4.209489,1,961
2003,10,43,26,5.154074,1,676
2004,4,44,33,5.902072,1,1089
2005,9,45,29,6.660473,1,841
2005,9,18,2,.73779,1,4
1999,9,36,20,6.637782,0,400
2000,11,37,19,6.273117,0,361
2000,11,37,19,8.298237,0,361
2003,9,39,23,8.734555,0,529
1997,15,31,9,4.93292,0,81
1999,15,33,11,0,0,121
2000,14,34,13,,0,169
2002,14,36,15,15.87059,0,225
2003,10,37,20,5.007036,0,400
2004,9,38,22,3.705503,0,484
2005,12,39,20,6.695949,0,400
2005,13,18,-2,2.913381,0,4
1996,11,19,1,.5179706,0,1
1997,13,20,0,3.287795,0,0
1998,9,21,5,4.15249,0,25
1999,11,22,4,5.844371,0,16
2000,12,23,4,8.332994,0,16
2002,11,25,7,10.87813,0,49
2003,15,26,4,11.65492,0,16
2004,12,27,8,10.30304,0,64
2005,14,28,7,12.61771,0,49
1996,15,49,27,15.6872,1,729
1997,15,50,28,20.7417,1,784
1996,11,49,31,5.187424,1,961
1997,9,50,34,4.488836,1,1156
1996,17,22,-2,7.048229,0,4
1997,15,23,1,7.980177,0,1
1998,14,24,3,7.373905,0,9
1999,13,25,5,7.177549,0,25
2000,15,26,4,7.086655,0,16
2003,14,28,7,10.98715,0,49
2003,11,29,11,9.440682,0,121
2005,12,31,12,9.195257,0,144
1996,14,27,6,6.46271,1,36
1997,11,28,10,6.651985,1,100
1998,14,29,8,9.288354,1,64
1999,12,30,11,10.20127,1,121
2000,15,31,9,12.73459,1,81
2002,15,33,11,12.34327,1,121
2003,14,35,14,13.65131,1,196
2004,10,35,18,2.480711,1,324
2005,16,36,13,14.07575,1,169
1996,6,44,31,8.782115,1,961
1997,10,45,28,7.931051,1,784
1998,12,46,27,9.859328,1,729
1999,9,47,31,9.337534,1,961
2000,11,48,30,12.37896,1,900
2002,8,50,35,10.37573,1,1225
1996,12,21,2,5.742982,1,4
1998,15,24,2,3.852633,1,4
2000,11,26,8,12.97848,1,64
2002,10,28,11,,1,121
2004,9,30,14,9.718269,1,196
1996,7,18,4,2.665691,1,16
1997,6,19,6,1.129896,1,36
1998,10,20,3,5.219771,1,9
1999,10,21,4,7.947531,1,16
2000,9,22,6,8.303823,1,36
2002,6,24,11,10.15113,1,121
2003,9,25,9,10.98888,1,81
2005,10,27,10,0,1,100
1996,16,47,24,8.991544,0,576
1997,11,49,31,10.53107,0,961
1998,11,50,32,12.08264,0,1024
1996,11,41,23,5.186574,1,529
1997,14,42,21,5.560316,1,441
1998,11,43,25,5.95951,1,625
1999,14,44,23,7.618211,1,529
2000,11,45,27,7.867051,1,729
2002,15,47,25,9.518241,1,625
2003,11,48,30,8.028864,1,900
2004,12,49,30,9.296415,1,900
1997,7,24,10,0,0,100
1998,7,25,11,2.864744,0,121
2000,7,27,13,1.629856,0,169
2002,8,30,15,0,0,225
2004,11,31,13,4.891895,0,169
2005,11,32,14,8.859176,0,196
1996,7,49,35,5.7316,0,1225
1997,8,50,35,5.730008,0,1225
1996,6,48,35,3.656431,0,1225
1996,6,24,11,5.035502,0,121
1997,6,25,12,5.817824,0,144
1998,9,26,10,6.155205,0,100
1999,11,27,9,6.193097,0,81
2000,7,28,14,6.064412,0,196
2002,11,30,12,4.30817,0,144
2003,6,31,18,4.67932,0,324
2004,9,32,16,5.633986,0,256
2005,10,33,16,5.346391,0,256
1996,12,21,2,4.57674,0,4
1997,10,22,5,4.903072,0,25
1999,12,24,5,2.738548,0,25
2000,10,25,8,6.72805,0,64
2003,14,28,7,5.276384,0,49
2004,10,29,12,8.559767,0,144
2005,10,30,13,12.94473,0,169
1996,11,37,19,1.762861,1,361
1997,10,38,21,1.698059,1,441
1998,12,39,20,3.114504,1,400
1999,7,40,26,6.179052,1,676
2000,6,41,28,8.179216,1,784
2002,11,43,25,10.732,1,625
2003,8,45,30,8.781657,1,900
2004,9,46,30,8.79301,1,900
2005,18,23,-2,1.128791,0,4
1996,11,28,10,10.50037,1,100
1997,10,29,12,10.61741,1,144
1998,16,30,7,11.79305,1,49
1999,10,31,14,13.4032,1,196
2000,12,32,13,8.147151,1,169
2002,13,34,14,17.09546,1,196
2003,10,35,18,16.64352,1,324
2004,13,36,16,16.19033,1,256
2005,16,37,14,14.36355,1,196
1997,4,33,22,0,1,484
1998,13,34,14,3.465847,1,196
1999,12,35,16,3.925763,1,256
2000,14,36,15,3.63719,1,225
2002,9,38,22,3.20847,1,484
2003,14,39,18,4.774079,1,324
2004,15,40,18,4.403093,1,324
2005,14,41,20,7.056344,1,400
1996,11,35,17,6.086277,1,289
1997,7,36,22,6.582706,1,484
1998,14,37,16,7.600432,1,256
1999,13,38,18,7.001638,1,324
2000,12,39,20,7.532023,1,400
2002,10,41,24,6.854631,1,576
2003,11,42,24,8.140676,1,576
2004,13,43,23,6.303922,1,529
2005,13,44,24,8.384279,1,576
1996,13,44,24,11.27213,1,576
1997,14,45,24,11.43127,1,576
1998,10,46,29,11.7332,1,841
1999,14,47,26,12.63238,1,676
2000,14,48,27,10.92991,1,729
2002,12,50,31,14.23659,1,961
1996,13,39,19,7.607074,1,361
1997,10,41,24,7.802703,1,576
1998,14,42,21,6.614846,1,441
1999,15,43,21,7.131785,1,441
2000,9,43,27,7.526542,1,729
2002,15,45,23,10.64573,1,529
2003,15,46,24,10.8572,1,576
2004,15,48,26,10.71718,1,676
2005,15,48,26,10.99141,1,676
1996,15,42,20,11.85815,0,400
1997,10,43,26,13.58775,0,676
1998,13,44,24,13.49361,0,576
1999,13,45,25,14.19118,0,625
2000,10,46,29,17.37943,0,841
2002,11,48,30,,0,900
1996,10,35,18,0,1,324
1999,8,38,23,3.526111,1,529
2000,15,39,17,4.099546,1,289
2002,11,41,23,4.435826,1,529
2003,11,42,24,7.978892,1,576
2004,11,43,25,7.398591,1,625
2005,15,44,22,7.886137,1,484
1996,15,36,14,6.337625,1,196
1997,14,37,16,6.676591,1,256
1998,11,38,20,6.807965,1,400
2000,16,40,17,6.966826,1,289
2000,11,40,22,8.637449,1,484
2002,16,42,19,13.73058,1,361
2003,14,43,22,16.3346,1,484
2004,12,44,25,12.84134,1,625
2005,14,45,24,15.55922,1,576
1997,6,34,21,.74679,1,441
1999,7,36,22,.6282268,1,484
2000,13,37,17,4.291337,1,289
2002,15,39,17,1.436882,1,289
2003,14,40,19,4.98352,1,361
2004,13,41,21,5.233285,1,441
2005,14,42,21,7.685548,1,441
2005,8,19,4,4.338856,0,16
1996,9,36,20,7.866485,1,400
1997,12,37,18,7.475837,1,324
1998,12,38,19,6.954406,1,361
1999,10,39,22,8.994325,1,484
2000,13,40,20,9.508976,1,400
2002,9,42,26,9.978393,1,676
2003,12,43,24,10.28084,1,576
2004,9,44,28,8.415238,1,784
2005,14,45,24,9.7391,1,576
1996,15,33,11,6.015043,1,121
1997,10,34,17,5.858581,1,289
1998,11,35,17,2.917658,1,289
1999,15,36,14,3.180381,1,196
2000,13,37,17,7.191268,1,289
2002,11,39,21,6.556058,1,441
2003,14,40,19,6.756479,1,361
2004,14,41,20,2.437737,1,400
2005,14,42,21,4.166563,1,441
2005,7,19,5,8.443551,1,25
2005,11,41,23,8.681934,1,529
2003,13,18,-2,0,1,4
2005,14,21,0,8.065092,1,0
1996,14,40,19,3.406054,1,361
1998,11,42,24,3.30524,1,576
1999,15,43,21,5.058884,1,441
2000,13,44,24,4.340113,1,576
2002,12,46,27,4.863069,1,729
2003,11,47,29,8.301978,1,841
2004,12,48,29,1.781508,1,841
2005,10,49,32,5.351572,1,1024
1998,6,39,26,0,1,676
1999,5,40,28,4.557997,1,784
2000,2,41,32,6.044154,1,1024
2002,5,43,31,8.849319,1,961
2003,0,44,37,7.471444,1,1369
2004,3,45,35,7.301542,1,1225
2005,6,46,33,5.746888,1,1089
1997,2,18,9,1.532483,0,81
1998,7,19,5,.8980379,0,25
1999,4,20,9,1.13165,0,81
2003,4,24,13,3.535059,0,169
2004,1,25,17,12.64926,0,289
2005,8,26,11,5.920671,0,121
1996,11,29,11,3.325121,1,121
1997,13,30,10,9.117215,1,100
1998,16,31,8,6.752078,1,64
1999,11,32,14,4.95601,1,196
2000,12,33,14,4.288645,1,196
2002,14,35,14,13.96333,1,196
2003,14,36,15,10.95225,1,225
2005,13,38,18,13.22707,1,324
1996,11,23,5,3.217129,0,25
1997,12,24,5,3.613762,0,25
1998,9,26,10,4.311616,0,100
1999,13,27,7,4.440169,0,49
2000,11,28,10,4.411241,0,100
2002,9,29,13,3.461725,0,169
2005,16,32,9,14.20409,0,81
1996,11,21,3,.2351107,1,9
1998,11,23,5,.5192956,1,25
2002,15,27,5,6.461623,1,25
2003,10,28,11,7.338157,1,121
2004,12,29,10,7.185166,1,100
2005,13,30,10,6.865918,1,100
1996,2,36,27,2.170965,1,729
1997,7,37,23,1.838206,1,529
1999,2,39,30,2.406957,1,900
2000,1,40,32,2.460671,1,1024
2002,2,42,33,4.882825,1,1089
2003,4,43,32,4.255229,1,1024
2004,4,44,33,4.518843,1,1089
2005,3,45,35,4.972559,1,1225
2003,7,41,27,1.706184,1,729
2005,8,43,28,6.102016,1,784
1999,12,20,1,4.743411,0,1
2002,6,23,10,4.964669,0,100
2002,6,19,6,2.50733,1,36
1996,12,24,5,6.910994,1,25
1997,16,25,2,8.889305,1,4
1998,14,26,5,9.02053,1,25
1999,13,27,7,8.03434,1,49
2000,9,28,12,9.248851,1,144
2002,11,30,12,17.05468,1,144
2003,12,31,12,16.01867,1,144
2004,14,32,11,18.05166,1,121
2005,15,33,11,19.63955,1,121
1996,9,20,4,5.537251,1,16
1997,14,21,0,7.470723,1,0
1998,15,22,0,7.665702,1,0
1999,12,23,4,6.417215,1,16
2000,16,24,1,3.022262,1,1
2003,12,27,8,7.685786,1,64
2004,13,28,8,9.706876,1,64
1996,16,46,23,11.33513,1,529
1997,15,47,25,11.39942,1,625
1999,10,49,32,11.91993,1,1024
1999,14,49,28,11.30053,1,784
2000,14,50,29,13.7789,1,841
1996,9,23,7,4.165463,0,49
1997,10,24,7,2.75684,0,49
1998,8,25,10,5.992966,0,100
1999,13,26,6,6.554743,0,36
2000,11,27,9,7.073701,0,81
2002,10,29,12,5.874865,0,144
2003,11,30,12,6.323639,0,144
2004,9,31,15,7.092644,0,225
2005,10,32,15,7.634676,0,225
1996,12,20,1,1.013556,0,1
1997,10,21,4,3.645013,0,16
1999,7,23,9,4.921334,0,81
1999,6,23,10,5.267599,0,100
2000,10,24,7,5.364184,0,49
2002,8,26,11,5.969949,0,121
2003,12,27,8,6.634641,0,64
2004,11,28,10,5.986023,0,100
2000,4,18,7,.0954924,0,49
2002,13,20,0,6.408031,0,0
2003,13,21,1,6.593701,0,1
2004,12,22,3,6.2711,0,9
2005,15,23,1,6.241501,0,1
1996,10,39,22,14.64203,1,484
1997,10,40,23,14.06202,1,529
1998,11,41,23,6.129246,1,529
1999,14,42,21,6.576698,1,441
2000,15,43,21,6.187812,1,441
2002,16,45,22,7.176818,1,484
2003,10,46,29,7.985973,1,841
2004,12,47,28,6.790683,1,784
2005,9,48,32,8.949698,1,1024
1999,16,26,3,2.712842,1,9
2000,16,27,4,7.605574,1,16
2002,15,29,7,6.815476,1,49
1997,14,22,1,2.545223,1,1
1998,11,23,5,3.619416,1,25
1999,12,24,5,2.756874,1,25
2000,10,25,8,4.855747,1,64
2004,10,29,12,1.818501,1,144
2000,10,19,2,1.478438,1,4
2002,10,21,4,4.804835,1,16
2003,8,22,7,5.921098,1,49
2004,10,23,6,8.44748,1,36
1996,15,37,15,10.02265,1,225
1997,18,38,13,10.18043,1,169
1998,17,39,15,11.96633,1,225
1999,16,40,17,11.2233,1,289
2000,14,41,20,15.89208,1,400
2002,17,43,19,8.368886,1,361
2003,18,44,19,9.091434,1,361
2004,16,45,22,18.27156,1,484
2005,14,46,25,19.08867,1,625
1996,7,45,31,6.659327,1,961
1997,7,46,32,8.571719,1,1024
1999,7,48,34,9.609846,1,1156
2000,9,49,33,10.04346,1,1089
1996,12,21,2,3.051241,0,4
1997,13,22,2,6.259176,0,4
2000,14,25,4,6.18112,0,16
2000,15,25,3,6.405096,0,9
2002,13,27,7,8.857581,0,49
2003,15,28,6,7.445205,0,36
2005,11,30,12,8.074523,0,144
1996,5,28,16,8.040117,1,256
1997,9,29,13,9.060538,1,169
1998,7,31,17,8.227545,1,289
2000,7,32,18,7.888388,1,324
2003,8,35,20,1.005791,1,400
2004,4,37,26,6.109242,1,676
2005,8,38,23,6.554702,1,529
1996,10,28,11,7.282523,1,121
1997,12,30,11,8.471835,1,121
1998,8,31,16,10.5021,1,256
2000,9,32,16,10.44735,1,256
2000,9,32,16,9.969565,1,256
2002,13,34,14,13.061,1,196
2003,8,35,20,15.52784,1,400
2004,11,36,18,18.814,1,324
2005,10,37,20,18.84543,1,400
1996,1,35,27,5.573261,1,729
1997,3,36,26,1.592337,1,676
1998,3,37,27,4.362033,1,729
1999,4,38,27,5.589183,1,729
2000,5,39,27,5.648495,1,729
1996,6,32,19,3.078592,1,361
1997,15,33,11,4.040378,1,121
1999,12,34,15,3.149241,1,225
1999,11,35,17,5.060206,1,289
2000,11,36,18,4.868576,1,324
2002,11,38,20,6.657138,1,400
2003,9,39,23,7.195937,1,529
2004,11,40,22,5.138835,1,484
2005,13,41,21,2.261032,1,441
1996,15,31,9,5.803566,1,81
1997,11,32,14,5.123478,1,196
1998,9,33,17,5.428611,1,289
1999,14,34,13,5.462095,1,169
2000,14,35,14,6.300591,1,196
2002,15,37,15,11.61129,1,225
2003,11,38,20,10.11401,1,400
2004,12,39,20,9.100584,1,400
1996,12,36,17,4.671578,1,289
1997,12,37,18,5.355912,1,324
1998,11,38,20,5.571548,1,400
1999,15,39,17,5.611732,1,289
2000,14,40,19,5.213696,1,361
2002,13,42,22,7.346344,1,484
2003,15,43,21,4.150888,1,441
2004,16,44,21,4.637646,1,441
2005,11,46,28,7.584005,1,784
1996,9,32,16,6.761172,0,256
1997,11,33,15,8.181776,0,225
1998,8,34,19,7.818421,0,361
1999,7,35,21,8.98854,0,441
2000,11,36,18,8.469302,0,324
2002,6,38,25,7.872646,0,625
2003,6,39,26,7.232467,0,676
2004,6,40,27,7.882813,0,729
2005,10,41,24,9.480282,0,576
1996,8,44,29,7.161679,1,841
1997,9,45,29,7.374756,1,841
1997,12,38,19,5.27119,0,361
1998,14,40,19,5.364594,0,361
1999,14,40,19,6.360235,0,361
2000,14,41,20,6.309182,0,400
2002,12,43,24,5.264749,0,576
2003,10,44,27,7.240791,0,729
2004,13,45,25,6.341702,0,625
2005,11,46,28,6.891635,0,784
1996,11,26,8,12.69131,0,64
1997,10,27,10,2.320374,0,100
1998,10,28,11,9.21714,0,121
1999,10,29,12,,0,144
2000,6,30,17,,0,289
2002,6,32,19,10.51649,0,361
2003,14,33,12,11.75098,0,144
2004,11,34,16,11.92066,0,256
2005,10,35,18,4.372781,0,324
1996,8,26,11,8.795292,0,121
1997,8,27,12,10.29525,0,144
1998,8,28,13,7.40909,0,169
1999,11,29,11,8.755252,0,121
2000,7,30,16,8.652504,0,256
2002,8,32,17,8.702122,0,289
2003,8,33,18,9.819314,0,324
2004,6,34,21,10.45235,0,441
2005,5,35,23,5.325444,0,529
1996,13,27,7,,1,49
1997,16,28,5,,1,25
1997,10,22,5,1.926041,1,25
1999,8,24,9,2.082027,1,81
2000,12,25,6,3.813021,1,36
2002,9,27,11,6.780908,1,121
2003,8,28,13,8.111372,1,169
2004,8,29,14,8.615915,1,196
2005,12,30,11,10.45502,1,121
1996,9,27,11,3.658683,0,121
1997,8,28,13,2.980485,0,169
1998,11,29,11,4.360611,0,121
1999,11,30,12,4.613962,0,144
2000,10,31,14,4.682699,0,196
2002,14,33,12,4.658208,0,144
2003,11,34,16,5.583354,0,256
2004,14,35,14,5.055966,0,196
2005,8,36,21,5.33896,0,441
1996,12,48,29,1.468202,1,841
1997,14,49,28,3.245178,1,784
1998,9,50,34,3.036366,1,1156
1997,11,18,0,.6129851,0,0
