"year","educ","age","exp","income","non_white","exp_sq"
1997,7,23,9,3.751436,0,81
1998,14,24,3,4.791998,0,9
1999,13,25,5,5.807374,0,25
2000,7,26,12,5.949529,0,144
2002,13,28,8,6.13103,0,64
2003,9,29,13,6.512681,0,169
2004,13,30,10,6.389403,0,100
2005,8,31,16,5.998546,0,256
1996,9,19,3,4.269431,0,9
1997,12,20,1,5.481345,0,1
1998,12,21,2,5.388177,0,4
1999,11,22,4,5.451554,0,16
2000,12,23,4,5.89179,0,16
2002,10,25,8,5.623653,0,64
2003,14,26,5,8.027625,0,25
2004,11,27,9,10.75127,0,81
2005,10,28,11,8.980938,0,121
1996,10,39,22,8.090802,0,484
1997,5,40,28,9.385867,0,784
1998,6,41,28,7.471927,0,784
1996,9,40,24,2.901944,0,576
1997,9,41,25,2.906999,0,625
1998,16,42,19,3.204676,0,361
1999,14,43,22,3.701309,0,484
2000,10,44,27,3.410857,0,729
2003,10,47,30,4.171149,0,900
2004,15,48,26,5.787458,0,676
2005,14,49,28,6.662037,0,784
1996,11,30,12,25.21206,0,144
1997,10,31,14,4.105245,0,196
1998,13,32,12,1.965803,0,144
1999,10,33,16,4.161064,0,256
2000,9,34,18,6.908415,0,324
2003,15,37,15,2.264661,0,225
2004,13,38,18,7.952242,0,324
1998,13,44,24,.8962604,0,576
1999,16,45,22,5.391787,0,484
2000,12,46,27,5.271593,0,729
2002,16,48,25,6.300593,0,625
2003,14,49,28,6.430499,0,784
1996,12,20,1,.6166245,0,1
2000,10,24,7,3.605954,0,49
2003,14,27,6,2.286634,0,36
1997,9,18,2,1.47068,0,4
1996,7,33,19,13.17123,0,361
1997,8,34,19,14.02417,0,361
1998,7,35,21,15.26748,0,441
1999,11,36,18,14.17377,0,324
2001,7,37,23,12.45018,0,529
2002,13,39,19,18.09249,0,361
2003,15,40,18,21.31241,0,324
2004,11,41,23,18.33229,0,529
2003,8,37,22,,0,484
1996,15,42,20,6.141162,0,400
1997,15,43,21,7.034679,0,441
1998,10,44,27,8.117457,0,729
1999,11,45,27,9.1401,0,729
2000,16,46,23,8.244842,0,529
2002,14,48,27,11.71913,0,729
2003,13,49,29,12.1351,0,841
2004,13,50,30,13.5011,0,900
1996,11,41,23,9.416834,0,529
1997,6,42,29,9.785037,0,841
1998,8,43,28,10.60232,0,784
1999,6,44,31,7.130895,0,961
2000,12,45,26,13.1083,0,676
2003,11,48,30,12.36472,0,900
2004,12,49,30,15.8295,0,900
2005,9,50,34,13.79896,0,1156
1998,11,22,4,.9428713,0,16
1999,13,23,3,13.97944,0,9
2000,15,24,2,13.12928,0,4
2002,13,26,6,14.75486,0,36
2003,12,27,8,14.74428,0,64
2004,15,28,6,18.38956,0,36
2005,17,29,5,19.08578,0,25
2000,15,22,0,3.54436,0,0
2002,15,24,2,7.472899,0,4
2003,14,25,4,6.30182,0,16
2004,13,26,6,9.282288,0,36
2005,16,27,4,13.58569,0,16
1996,10,33,16,7.160542,0,256
1997,6,34,21,6.002367,0,441
1998,11,35,17,5.832864,0,289
1999,10,37,20,7.707954,0,400
2000,12,37,18,7.461895,0,324
2002,8,39,24,9.1239,0,576
2003,9,40,24,9.315531,0,576
2004,9,41,25,9.932008,0,625
2005,7,42,28,10.28139,0,784
1996,10,27,10,3.186248,0,100
1997,10,28,11,2.961441,0,121
1998,14,29,8,6.433211,0,64
1999,14,30,9,5.824161,0,81
2000,11,31,13,6.590064,0,169
2002,15,33,11,6.050647,0,121
2003,10,34,17,4.120108,0,289
2004,10,35,18,7.936992,0,324
2005,13,36,16,8.60388,0,256
1996,7,34,20,3.947163,0,400
1997,9,35,19,8.636533,0,361
1998,12,36,17,9.876226,0,289
1999,12,37,18,10.64624,0,324
2000,11,38,20,9.272655,0,400
2002,12,40,21,9.784849,0,441
2003,11,41,23,8.475855,0,529
2004,7,42,28,8.68489,0,784
2005,8,43,28,10.20593,0,784
2002,18,34,9,.3347249,0,81
2003,17,35,11,5.188162,0,121
2004,17,36,12,7.488018,0,144
2005,16,37,14,8.510144,0,196
1996,12,31,12,6.197101,0,144
1997,11,32,14,7.182997,0,196
1998,12,33,14,5.455545,0,196
2000,8,34,19,8.493083,0,361
2000,10,35,18,7.884993,0,324
2002,11,37,19,6.654195,0,361
2003,13,38,18,8.880655,0,324
1996,8,29,14,.0945694,0,196
2002,16,38,15,2.580679,0,225
2003,10,39,22,3.929445,0,484
2004,9,40,24,5.181762,0,576
2005,13,41,21,5.061675,0,441
1996,14,40,19,4.4067,0,361
1997,15,41,19,4.929095,0,361
1998,10,42,25,5.583969,0,625
1999,14,43,22,4.81822,0,484
2000,10,44,27,4.984194,0,729
2003,10,47,30,6.568643,0,900
2004,14,48,27,7.285446,0,729
1998,14,18,-3,,0,9
1996,9,39,23,6.787156,0,529
1997,9,40,24,7.668849,0,576
1998,7,41,27,9.762099,0,729
1999,10,42,25,4.286683,0,625
2000,8,43,28,9.374665,0,784
2002,8,45,30,12.85318,0,900
2003,10,46,29,13.67286,0,841
2004,11,47,29,13.13645,0,841
2005,10,48,31,15.68699,0,961
1996,10,39,22,2.421188,0,484
1997,12,40,21,6.574403,0,441
1998,13,41,21,7.310803,0,441
1999,15,42,20,8.48132,0,400
2000,9,43,27,16.20232,0,729
2002,13,45,25,5.95404,0,625
2003,14,46,25,8.165602,0,625
2004,13,47,27,8.511239,0,729
2005,11,48,30,9.714653,0,900
1997,7,38,24,3.158229,0,576
1999,12,40,21,2.040167,0,441
2000,6,41,28,4.078086,0,784
2002,10,43,26,4.656903,0,676
2003,9,44,28,5.143256,0,784
2004,5,45,33,5.474219,0,1089
2005,6,46,33,6.138647,0,1089
2005,8,19,4,0,0,16
1996,5,48,36,14.31708,0,1296
1997,7,49,35,15.41419,0,1225
1998,3,50,40,13.7601,0,1600
1996,6,44,31,6.181382,0,961
1997,5,45,33,7.054408,0,1089
1998,0,46,39,6.965858,0,1521
2000,7,48,34,6.563819,0,1156
2000,7,48,34,6.898607,0,1156
2002,6,50,37,9.015298,0,1369
1998,12,19,0,.2735448,0,0
1999,11,20,2,3.528599,0,4
2002,10,23,6,.9373157,0,36
2004,12,25,6,4.190714,0,36
2005,10,26,9,6.876324,0,81
1996,11,32,14,7.815715,0,196
1997,16,33,10,8.482586,0,100
1998,12,34,15,7.061629,0,225
1999,11,35,17,8.651661,0,289
2000,11,36,18,9.940896,0,324
2003,13,39,19,16.38831,0,361
2004,12,40,21,16.32908,0,441
2005,18,41,16,27.6407,0,256
1996,12,30,11,6.14133,0,121
1997,12,31,12,7.415888,0,144
1999,10,33,16,7.363367,0,256
2000,10,34,17,8.309525,0,289
2003,10,37,20,10.24771,0,400
2004,11,38,20,9.89912,0,400
2005,11,39,21,10.1656,0,441
1996,8,30,15,,0,225
1998,11,32,14,3.48138,0,196
1999,12,33,14,4.528672,0,196
2004,13,38,18,,0,324
2005,10,39,22,4.897311,0,484
1996,8,44,29,6.897269,0,841
1997,6,45,32,8.74121,0,1024
1998,5,46,34,8.825467,0,1156
1999,8,47,32,11.9369,0,1024
2000,9,48,32,12.84461,0,1024
2002,7,50,36,13.18026,0,1296
1996,14,38,17,5.273553,0,289
1997,12,39,20,4.899562,0,400
1998,11,40,22,8.021191,0,484
1999,15,41,19,2.530477,0,361
2000,14,42,21,6.231222,0,441
2002,11,44,26,9.310784,0,676
2003,16,45,22,7.713381,0,484
2004,12,46,27,8.233576,0,729
2005,14,47,26,9.814202,0,676
2000,13,18,-2,2.847338,0,4
2002,8,20,5,5.054633,0,25
2003,7,21,7,8.264046,0,49
2004,9,22,6,11.05081,0,36
2005,6,23,10,8.447454,0,100
2003,7,19,5,0,0,25
2004,10,20,3,4.808536,0,9
2005,8,21,6,5.710466,0,36
1996,13,27,7,3.02136,0,49
1997,10,28,11,.8594064,0,121
1998,15,29,7,6.253314,0,49
2000,13,31,11,6.067253,0,121
2000,14,31,10,6.646457,0,100
2002,11,33,15,10.03371,0,225
2003,13,34,14,13.26994,0,196
2004,15,35,13,11.31528,0,169
2005,12,36,17,15.6364,0,289
1996,6,31,18,5.745242,0,324
1997,12,32,13,6.918939,0,169
1998,6,33,20,6.852103,0,400
1999,10,34,17,7.940136,0,289
2002,8,37,22,9.275153,0,484
2003,9,38,22,10.44842,0,484
2004,11,39,21,11.62796,0,441
2005,9,40,24,13.34997,0,576
1996,16,44,21,8.585087,0,441
1997,10,45,28,9.154192,0,784
1998,11,46,28,8.26658,0,784
2000,19,47,21,10.51341,0,441
2000,12,48,29,9.325312,0,841
2002,19,50,24,17.72225,0,576
1996,15,35,13,15.34234,0,169
1997,15,36,14,17.12307,0,196
1998,12,37,18,18.08807,0,324
1999,12,38,19,11.68196,0,361
2000,14,39,18,22.20556,0,324
2002,18,41,16,23.99056,0,256
2003,16,42,19,30.92176,0,361
2004,12,43,24,26.71235,0,576
2005,18,44,19,25.24333,0,361
1996,14,36,15,13.16244,0,225
1997,13,37,17,15.02567,0,289
1998,11,38,20,14.6495,0,400
1999,10,38,21,15.0253,0,441
2000,11,39,21,17.49978,0,441
2002,15,41,19,24.56009,0,361
2003,16,42,19,34.25517,0,361
2004,16,43,20,25.39027,0,400
2005,10,44,27,30.12544,0,729
1996,11,31,13,21.31393,0,169
1997,11,32,14,13.06198,0,196
1998,12,33,14,24.01204,0,196
1999,13,34,14,17.44621,0,196
2000,14,35,14,38.82946,0,196
2002,9,37,21,36.70535,0,441
2003,14,38,17,40.78576,0,289
2004,16,39,16,40.96773,0,256
2005,13,40,20,33.71569,0,400
1998,16,24,1,3.046619,0,1
2000,13,26,6,4.589898,0,36
2002,16,28,5,11.34224,0,25
2003,15,29,7,9.500439,0,49
2004,16,30,7,14.83379,0,49
2005,14,31,10,13.77663,0,100
1996,14,41,20,12.05047,0,400
1997,18,42,17,11.37197,0,289
2000,13,45,25,13.65885,0,625
2002,14,47,26,8.250179,0,676
2003,14,48,27,8.85408,0,729
2004,12,49,30,17.47576,0,900
2005,16,50,27,17.62424,0,729
1996,12,37,18,12.85107,1,324
1997,15,38,16,13.58641,1,256
1998,13,39,19,5.983405,1,361
1999,14,40,19,12.17272,1,361
2000,11,41,23,17.04627,1,529
2002,16,43,20,12.97882,1,400
2003,13,44,24,16.2617,1,576
2004,11,45,27,15.88048,1,729
2005,15,46,24,19.23833,1,576
1997,6,35,22,3.550068,0,484
1998,12,36,17,4.170525,0,289
1999,11,37,19,4.949966,0,361
2000,6,38,25,5.072463,0,625
2002,10,40,23,5.167421,0,529
2003,6,41,28,5.470688,0,784
2004,12,42,23,5.363147,0,529
2005,11,43,25,6.131603,0,625
1998,6,37,24,.2773955,0,576
2002,8,21,6,5.561532,0,36
2003,11,22,4,5.458994,0,16
2004,11,23,5,10.7063,0,25
2005,13,24,4,18.43381,0,16
2004,13,18,-2,1.278198,0,4
1996,7,46,32,4.628337,0,1024
1997,9,47,31,2.35706,0,961
1998,7,48,34,3.325888,0,1156
1999,11,49,31,7.199398,0,961
2000,12,50,31,9.818471,0,961
1996,14,42,21,11.34176,0,441
1997,13,43,23,10.85279,0,529
1998,15,44,22,5.884161,0,484
1999,12,45,26,12.37746,0,676
2000,14,46,25,12.6701,0,625
2002,10,48,31,15.88292,0,961
2003,11,49,31,16.89623,0,961
2004,14,50,29,14.6863,0,841
1996,13,41,21,8.211619,0,441
1997,9,42,26,8.645391,0,676
1998,15,43,21,8.581297,0,441
1999,11,44,26,12.66426,0,676
2000,9,45,29,11.63288,0,841
2002,13,47,27,8.401164,0,729
2003,10,48,31,12.18816,0,961
2004,13,49,29,12.08611,0,841
2005,12,50,31,13.98882,0,961
1998,14,23,2,4.599046,0,4
1999,13,24,4,5.037108,0,16
2000,15,25,3,12.34828,0,9
2002,12,27,8,3.22769,0,64
2003,13,28,8,3.873883,0,64
2004,10,29,12,8.355528,0,144
2005,13,30,10,8.031466,0,100
1996,14,19,-2,.8842707,0,4
1997,8,20,5,1.551471,0,25
1998,11,21,3,2.532241,0,9
1999,11,22,4,2.504113,0,16
2000,14,23,2,1.579795,0,4
2002,14,25,4,5.547896,0,16
2003,9,26,10,6.5432,0,100
2004,14,27,6,8.412161,0,36
2005,11,28,10,9.851191,0,100
2003,10,19,2,1.743703,0,4
2005,13,21,1,7.665327,0,1
2000,7,29,15,6.130786,0,225
2002,11,31,13,8.474069,0,169
2003,6,32,19,8.921699,0,361
2004,10,33,16,9.009506,0,256
1996,2,48,39,11.10342,1,1521
1997,5,49,37,11.74182,1,1369
1998,7,50,36,11.68674,1,1296
1997,9,24,8,3.184094,0,64
1998,9,25,9,5.386124,0,81
2000,7,27,13,4.606946,0,169
2002,8,29,14,4.150669,0,196
2003,7,30,16,4.621635,0,256
2004,5,31,19,5.098947,0,361
2005,7,32,18,5.580451,0,324
1996,15,39,17,0,0,289
1997,11,40,22,12.01123,0,484
1996,0,50,43,3.126072,0,1849
1996,10,35,18,4.488951,0,324
1998,12,37,18,4.093892,0,324
1999,13,38,18,4.090275,0,324
2000,15,39,17,5.745289,0,289
2002,15,41,19,6.282593,0,361
2003,14,42,21,6.975648,0,441
2002,6,37,24,4.950292,0,576
2003,6,38,25,5.237826,0,625
2004,6,39,26,5.482702,0,676
2005,4,40,29,1.037167,0,841
1996,11,29,11,.2791,0,121
1996,9,31,15,7.880547,1,225
1997,16,32,9,8.705421,1,81
1998,13,33,13,10.90984,1,169
1999,13,34,14,8.276022,1,196
2000,11,35,17,11.43964,1,289
2002,10,37,20,11.86808,1,400
2003,11,38,20,14.86766,1,400
1999,3,39,29,.7813572,0,841
1996,8,20,5,1.439858,0,25
1997,8,21,6,1.320556,0,36
1999,7,22,8,3.512107,0,64
2003,15,26,4,2.053821,0,16
2004,10,28,11,4.760569,0,121
2005,13,28,8,5.503766,0,64
2003,4,24,13,1.500654,0,169
2004,6,25,12,5.007908,0,144
2005,1,25,17,6.628964,0,289
2002,5,20,8,,0,64
2000,9,31,15,7.188605,0,225
1996,9,31,15,4.949248,0,225
1997,7,32,18,4.166481,0,324
1998,6,33,20,4.90298,0,400
1999,10,34,17,7.021641,0,289
2002,11,37,19,11.32229,0,361
2003,10,38,21,10.72314,0,441
2004,6,39,26,9.735688,0,676
2005,12,40,21,8.798272,0,441
1996,12,41,22,4.421283,0,484
1997,10,42,25,4.411218,0,625
1998,11,43,25,5.268635,0,625
1999,10,44,27,5.388297,0,729
2000,13,45,25,6.16843,0,625
2002,10,47,30,4.755867,0,900
2003,8,48,33,2.163105,0,1089
2004,14,49,28,5.449019,0,784
1996,9,38,22,7.148838,0,484
1997,9,39,23,7.968052,0,529
1998,6,40,27,7.383886,0,729
1999,9,41,25,6.732971,0,625
2000,8,42,27,8.378943,0,729
2002,11,44,26,9.242922,0,676
2003,10,45,28,8.281719,0,784
2004,8,46,31,0,0,961
2005,12,47,28,10.06401,0,784
1997,10,36,19,12.19843,0,361
1998,7,37,23,12.80559,0,529
1999,9,38,22,10.93638,0,484
2000,13,39,19,16.14201,0,361
2002,9,41,25,12.62246,0,625
2003,6,42,29,10.91351,0,841
2004,11,43,25,12.96488,0,625
2005,8,44,29,13.23111,0,841
1997,7,32,18,3.063604,0,324
1997,10,33,16,3.359591,0,256
1998,11,34,16,2.971238,0,256
2000,12,35,16,5.013797,0,256
2000,8,36,21,7.324256,0,441
2002,11,38,20,6.106952,0,400
2003,11,39,21,6.345293,0,441
2004,10,40,23,5.431442,0,529
2005,13,41,21,6.797042,0,441
2005,9,18,2,4.076095,0,4
2002,9,19,3,5.898948,0,9
2003,8,20,5,,0,25
2004,7,21,7,9.124928,0,49
2005,11,22,4,4.206305,0,16
1996,10,32,15,6.924777,0,225
1998,11,34,16,8.967536,0,256
1999,13,35,15,10.47907,0,225
2000,13,36,16,10.21151,0,256
2002,16,38,15,17.27854,0,225
2003,12,39,20,14.80891,0,400
2004,13,40,20,11.11228,0,400
2005,15,41,19,20.60498,0,361
1996,18,46,21,6.23537,0,441
1997,19,47,21,8.303892,0,441
1998,17,48,24,4.407738,0,576
1999,16,49,26,16.15644,0,676
2000,19,50,24,7.97075,0,576
1996,1,44,36,.7702539,0,1296
1997,2,45,36,1.822627,0,1296
1999,3,47,37,5.490186,0,1369
2000,7,48,34,7.366524,0,1156
1996,9,32,16,16.5955,0,256
1997,10,33,16,16.0652,0,256
1998,13,34,14,14.80712,0,196
1999,11,35,17,14.60166,0,289
2000,13,36,16,17.19312,0,256
2002,10,38,21,15.26247,0,441
2003,9,39,23,17.40093,0,529
2004,9,40,24,15.30193,0,576
2005,12,41,22,19.02499,0,484
1996,10,32,15,6.690907,0,225
1997,7,33,19,7.251822,0,361
1998,12,34,15,4.817346,0,225
1999,8,35,20,7.746728,0,400
2000,12,36,17,7.632979,0,289
2002,13,38,18,10.92768,0,324
2003,10,39,22,10.52927,0,484
2004,11,40,22,10.18802,0,484
2005,9,41,25,11.68773,0,625
1996,12,34,15,1.998606,0,225
1997,14,35,14,8.118934,0,196
1998,11,36,18,10.80415,0,324
1999,10,37,20,12.01518,0,400
2000,10,38,21,12.11042,0,441
2002,12,40,21,12.10095,0,441
2003,12,41,22,8.883062,0,484
2004,13,42,22,11.66661,0,484
2005,13,43,23,15.91523,0,529
1996,7,32,18,7.158134,0,324
1997,7,33,19,2.42994,0,361
1998,10,34,17,7.994502,0,289
1999,11,35,17,8.785754,0,289
2000,11,36,18,8.912021,0,324
2002,10,38,21,10.07462,0,441
2003,6,39,26,9.783158,0,676
2004,11,40,22,11.77199,0,484
2005,9,41,25,12.72555,0,625
2004,7,18,4,2.928907,0,16
2005,12,19,0,3.602176,0,0
1996,2,46,37,4.13773,0,1369
1997,7,47,33,4.553301,0,1089
1998,5,48,36,4.125165,0,1296
1999,4,49,38,3.853612,0,1444
2000,7,50,36,4.021524,0,1296
1996,7,21,7,5.648706,0,49
1997,9,22,6,7.270695,0,36
1998,12,23,4,4.482801,0,16
1999,7,24,10,4.139117,0,100
2000,12,25,6,5.421797,0,36
2002,9,27,11,6.472704,0,121
2003,9,28,12,6.642316,0,144
2004,12,29,10,8.385054,0,100
2005,8,30,15,7.919011,0,225
1997,11,18,0,1.149386,0,0
1998,12,19,0,1.509075,0,0
1999,14,20,-1,3.048399,0,1
2000,16,21,-2,3.132405,0,4
2002,13,23,3,,0,9
2003,15,24,2,5.018757,0,4
2004,18,25,0,7.865494,0,0
2005,16,26,3,6.194734,0,9
1996,5,47,35,3.820678,0,1225
1997,8,48,33,3.746151,0,1089
1998,9,49,33,4.364613,0,1089
1996,6,47,34,8.683297,0,1156
1997,6,48,35,8.988517,0,1225
1998,7,49,35,10.43827,0,1225
1999,12,50,31,11.76235,0,961
1996,1,26,18,4.635514,0,324
1997,5,27,15,5.724196,0,225
1998,2,28,19,5.179986,0,361
1999,3,29,19,5.3568,0,361
2000,2,30,21,6.505852,0,441
2002,3,32,22,5.210985,0,484
2003,5,33,21,6.684818,0,441
1997,14,24,3,5.95602,0,9
1998,15,25,3,9.578968,0,9
1999,14,26,5,16.88224,0,25
2000,14,27,6,18.85731,0,36
2002,12,29,10,18.03473,0,100
2003,16,30,7,30.95847,0,49
2004,12,31,12,14.43628,0,144
2005,14,32,11,35.97615,0,121
1998,13,22,2,7.901293,0,4
2000,15,24,2,7.472465,0,4
2000,15,24,2,9.923175,0,4
2003,12,27,8,12.5763,0,64
2004,14,28,7,9.347322,0,49
1996,14,40,19,6.882074,0,361
1998,14,42,21,.8341189,0,441
1999,9,43,27,0,0,729
2000,12,44,25,5.822467,0,625
2002,13,46,26,3.103289,0,676
2003,10,47,30,4.559478,0,900
2005,12,48,29,4.811773,0,841
1996,7,18,4,4.479183,0,16
1999,8,21,6,,0,36
2000,6,22,9,7.80974,0,81
2003,8,24,9,6.295595,0,81
2003,8,25,10,10.03975,0,100
2004,10,26,9,8.440344,0,81
2005,7,27,13,19.53986,0,169
1996,9,24,8,6.075757,0,64
1997,8,25,10,8.26787,0,100
1998,12,26,7,12.21982,0,49
2000,10,28,11,11.72263,0,121
2003,8,31,16,13.68909,0,256
2004,15,32,10,,0,100
2005,11,33,15,9.604317,0,225
2003,13,29,9,,0,81
2004,10,30,13,25.52429,0,169
2005,10,30,13,28.3194,0,169
1996,4,42,31,7.147909,0,961
1997,7,43,29,11.3625,0,841
1998,7,44,30,11.40211,0,900
1999,5,45,33,12.26295,0,1089
2000,2,46,37,13.36635,0,1369
2002,3,48,38,12.65641,0,1444
2003,0,49,42,12.42914,0,1764
2004,2,50,41,13.27184,0,1681
1996,14,35,14,9.869482,0,196
1997,15,36,14,11.51449,0,196
1998,10,37,20,12.95299,0,400
1999,15,38,16,12.66846,0,256
2000,10,39,22,11.61885,0,484
2002,13,41,21,16.35108,0,441
2003,13,42,22,16.12678,0,484
2004,11,43,25,17.37895,0,625
2005,14,44,23,16.97169,0,529
1999,13,50,30,5.889159,1,900
1996,13,43,23,,0,529
1997,11,44,26,,0,676
1998,15,45,23,,0,529
2003,8,20,5,5.015078,1,25
2004,9,21,5,6.412168,1,25
1997,2,42,33,4.672443,0,1089
1998,4,43,32,3.817706,0,1024
1999,3,44,34,4.16362,0,1156
2000,4,45,34,5.489696,0,1156
2002,4,47,36,5.663966,0,1296
2003,6,48,35,6.700676,0,1225
2004,7,49,35,8.530891,0,1225
2005,4,50,39,8.165238,0,1521
1996,9,35,19,7.032626,0,361
1997,12,36,17,7.107275,0,289
1998,7,37,23,7.83338,0,529
1999,7,38,24,8.545259,0,576
2000,8,39,24,10.45957,0,576
2002,8,41,26,6.380843,0,676
2003,9,42,26,7.329559,0,676
2005,9,44,28,9.733896,0,784
1996,9,45,29,2.968725,1,841
1997,13,46,26,3.149942,1,676
1998,14,47,26,3.764026,1,676
1996,7,42,28,6.241196,1,784
1997,12,43,24,6.896716,1,576
1998,7,44,30,7.607112,1,900
1999,13,45,25,7.438063,1,625
2000,11,46,28,8.389691,1,784
2002,8,48,33,8.353356,1,1089
2003,9,49,33,8.451409,1,1089
2004,11,50,32,8.255057,1,1024
1996,12,20,1,1.65173,1,1
1997,11,21,3,1.783902,1,9
1998,12,22,3,2.033568,1,9
2000,9,24,8,3.593511,1,64
2002,7,26,12,3.680909,1,144
2003,11,27,9,8.6836,1,81
2004,13,28,8,3.713224,1,64
2005,10,29,12,4.260722,1,144
1999,8,21,6,2.885414,0,36
2000,9,22,6,3.082062,0,36
2002,7,24,10,4.242583,0,100
2003,10,25,8,7.1083,0,64
2004,10,26,9,8.22585,0,81
1999,12,19,0,2.399759,0,0
2000,8,20,5,2.749938,0,25
2002,6,22,9,4.547044,0,81
2005,13,18,-2,1.602034,1,4
1996,3,50,40,4.744147,1,1600
1996,9,49,33,3.983036,1,1089
1997,7,50,36,4.038714,1,1296
1996,9,22,6,2.842598,1,36
1997,16,23,0,15.31181,1,0
1998,9,24,8,16.76924,1,64
1999,16,25,2,10.41251,1,4
2000,12,26,7,8.030096,1,49
2002,13,28,8,10.72085,1,64
2003,13,29,9,5.595296,1,81
2004,14,30,9,15.79685,1,81
2005,10,31,14,0,1,196
2003,11,42,24,.7705696,0,576
2004,12,43,24,4.677499,0,576
2005,9,44,28,2.989673,0,784
1996,9,34,18,7.336345,0,324
1997,16,35,12,8.632074,0,144
1998,10,36,19,6.283954,0,361
1999,12,37,18,9.561004,0,324
2000,15,38,16,7.387324,0,256
2002,16,40,17,15.04803,0,289
2003,16,41,18,16.38449,0,324
2004,14,42,21,13.05154,0,441
2005,15,43,21,12.89285,0,441
2005,6,18,5,2.360343,1,25
1997,13,46,26,6.501853,1,676
1998,9,47,31,6.616977,1,961
1999,10,48,31,6.409412,1,961
2000,15,49,27,7.715508,1,729
1996,8,48,33,2.295155,1,1089
1998,7,25,11,4.71103,1,121
1998,10,26,9,6.714698,1,81
1999,11,27,9,4.788639,1,81
2000,9,28,12,6.619255,1,144
2002,13,30,10,6.327014,1,100
2003,13,30,10,8.84873,1,100
1996,7,23,9,1.998893,1,81
2000,10,27,10,3.792072,1,100
2005,15,32,10,3.800956,1,100
1996,12,34,15,6.78353,0,225
1997,7,35,21,6.573512,0,441
1998,7,36,22,10.89664,0,484
1999,11,37,19,12.48661,0,361
2000,8,38,23,11.08794,0,529
2002,8,40,25,11.91389,0,625
2003,8,41,26,13.09378,0,676
2004,10,42,25,12.41955,0,625
2005,14,43,22,8.122406,0,484
1998,9,33,17,.1013414,1,289
1999,16,34,11,4.560465,1,121
2000,12,35,16,5.898748,1,256
2002,14,37,16,13.08835,1,256
2003,9,38,22,10.60283,1,484
2004,15,39,17,12.28128,1,289
2005,15,40,18,12.84211,1,324
1996,12,35,16,7.971228,0,256
1997,11,36,18,8.237607,0,324
1998,11,37,19,7.906571,0,361
1999,9,38,22,9.159329,0,484
2000,13,39,19,9.564416,0,361
2002,10,41,24,8.136493,0,576
2003,9,42,26,7.913545,0,676
2004,11,43,25,7.938163,0,625
2005,13,44,24,11.022,0,576
1996,8,37,22,11.26692,1,484
1997,7,38,24,11.58732,1,576
1998,6,39,26,11.55888,1,676
1999,7,40,26,11.96995,1,676
2000,8,41,26,12.97163,1,676
2002,9,43,27,15.03288,1,729
2003,11,44,26,12.33497,1,676
2004,12,45,26,15.49355,1,676
2005,6,46,33,13.83929,1,1089
1996,8,43,28,7.98793,1,784
1997,9,44,28,8.588296,1,784
1998,11,45,27,9.109175,1,729
1999,8,46,31,8.21204,1,961
2000,11,47,29,7.94695,1,841
2002,7,49,35,10.2384,1,1225
2003,8,50,35,11.14066,1,1225
2000,10,19,2,.2085265,1,4
1996,8,20,5,3.758725,0,25
1998,9,22,6,2.473793,0,36
1999,11,23,5,5.536876,0,25
2000,13,24,4,6.62115,0,16
2002,11,26,8,7.01107,0,64
2003,13,27,7,10.48819,0,49
2004,11,28,10,7.397181,0,100
1996,14,45,24,7.767965,1,576
1997,13,46,26,7.404383,1,676
1998,12,47,28,8.327568,1,784
1996,11,44,26,2.601006,1,676
1997,7,45,31,3.604741,1,961
1998,13,46,26,3.914004,1,676
1999,11,47,29,3.909386,1,841
2000,8,48,33,4.053479,1,1089
2002,14,50,29,6.878217,1,841
1996,16,32,9,7.847451,1,81
1997,16,33,10,7.165318,1,100
1998,15,34,12,7.419278,1,144
1999,14,35,14,9.463011,1,196
2000,10,36,19,11.51673,1,361
2002,12,38,19,14.20228,1,361
2003,13,39,19,16.08241,1,361
2004,11,40,22,15.47729,1,484
2005,12,41,22,17.18284,1,484
1996,12,50,31,5.026685,1,961
1996,10,36,19,6.326047,1,361
1997,9,37,21,6.792434,1,441
1998,11,38,20,7.417485,1,400
1999,11,39,21,7.472158,1,441
2000,6,40,27,8.330319,1,729
2002,7,42,28,8.934401,1,784
2003,6,43,30,10.05013,1,900
2004,10,44,27,10.53719,1,729
2005,8,45,30,11.53845,1,900
1996,10,35,18,6.844721,1,324
1997,13,36,16,6.952614,1,256
1998,9,37,21,6.504109,1,441
1999,12,38,19,7.333287,1,361
2000,9,39,23,6.66896,1,529
2002,12,41,22,7.82432,1,484
2003,8,42,27,8.852209,1,729
2004,9,43,27,8.498302,1,729
2005,13,44,24,7.623397,1,576
1996,11,29,11,12.4889,1,121
1997,13,30,10,13.43575,1,100
2000,15,33,11,12.47458,1,121
1999,5,43,31,6.318214,1,961
2000,4,44,33,5.812248,1,1089
2002,9,46,30,8.161708,1,900
2003,9,47,31,10.60938,1,961
2004,4,48,37,8.06607,1,1369
2005,7,49,35,11.86319,1,1225
1996,8,18,3,3.510475,1,9
1997,9,19,3,4.367166,1,9
2000,11,22,4,4.200979,1,16
2002,9,24,8,3.213432,1,64
2003,9,25,9,5.394767,1,81
2004,12,26,7,2.78027,1,49
2005,8,27,12,6.602702,1,144
1996,15,32,10,8.898482,0,100
1998,12,34,15,8.638693,0,225
1999,12,35,16,12.70711,0,256
2000,11,36,18,15.45733,0,324
2002,15,38,16,21.39045,0,256
